doc_id,lang_fasttext,lang_fasttext_conf,prompt,first_200_tokens_from_prompt,first_200_tokens_detokenized,dataset,doc_type_x,publish_year
gudbrandsdoelen_null_null_19660126_43_21_1_MODSMD_ARTICLE132,nn,0.345,Hjertelig takk for gåver og,"['▁H', 'jert', 'elig', '▁takk', '▁for', '▁gå', 'ver', '▁og', '▁oppmerksomhet', '▁på', '▁min', '▁70', '▁års', '▁dag.', '▁Anna', '▁Ang', 'ards', 'li.']", Hjertelig takk for gåver og oppmerksomhet på min 70 års dag. Anna Angardsli.,factual,restricted-newspaper_ocr,1966
VPnld1,nn,0.805,Det er det store spørsmålet,"['▁Det', '▁er', '▁det', '▁store', '▁spørsmål', 'et.', '▁No', '▁er', '▁det', '▁VM', '▁i', '▁Trondheim', '▁neste', '▁sesong', ',', '▁så', '▁OL', '▁med', '▁klassisk', '▁spr', 'int', '▁i', '▁202', '6.', '▁Eg', '▁ser', '▁for', '▁meg', '▁å', '▁hal', 'de', '▁fram', '▁til', '▁det', '▁om', '▁ikkje', '▁noko', '▁skjer,', '▁seier', '▁han', '.\nF', 'redag', '▁frå', '▁11.', '30', '▁er', '▁det', '▁spr', 'int', 'pro', 'log', 'ar.', '▁Fin', 'al', 'ane', '▁start', 'ar', '▁frå', '▁13.', '00.']"," Det er det store spørsmålet. No er det VM i Trondheim neste sesong, så OL med klassisk sprint i 2026. Eg ser for meg å halde fram til det om ikkje noko skjer, seier han.
Fredag frå 11.30 er det sprintprologar. Finalane startar frå 13.00.",factual,restricted-newspapers_mediafutures_schibsted,2023
aaE97,nn,0.487,Mannen er funnet på en,"['▁Mannen', '▁er', '▁funnet', '▁på', '▁en', '▁hytte', '▁i', '▁M', 'eland.', '▁Han', '▁er', '▁fysisk', '▁u', 'skad', 'd,', '▁og', '▁tas', '▁hånd', '▁om', '▁av', '▁politi', 'et,', '▁sier', '▁red', 'ningsl', 'eder', '▁Nil', 's-', 'O', 'le', '▁S', 'unde', '▁ved', '▁Hoved', 'redning', 'ss', 'entralen', '▁i', '▁Sør', '-Norge', '.']"," Mannen er funnet på en hytte i Meland. Han er fysisk uskadd, og tas hånd om av politiet, sier redningsleder Nils-Ole Sunde ved Hovedredningssentralen i Sør-Norge.",factual,restricted-newspapers_mediafutures_schibsted,2010
amedia-7ef97d9cb15e65e8b124c763bcdf7ff8,nn,0.668,Ulykka skjedde ved ei avkøyring,"['▁U', 'ly', 'kka', '▁skjedde', '▁ved', '▁ei', '▁av', 'kø', 'yring', '▁på', '▁Stor', 'haug', '▁i', '▁Klepp', '▁rundt', '▁08.', '30', '▁ty', 'sdag', '▁morg', 'on,', '▁opplyser', '▁politiet', '▁på', '▁staden', '.\n–', '▁Syk', 'listen', '▁kø', 'yr', 'de', '▁inn', '▁person', 'bil', 'en,', '▁som', '▁var', '▁i', '▁ferd', '▁med', '▁å', '▁sv', 'inga', '▁av', '▁fylkes', 'veg', '▁4', '4.', '▁Bil', 'isten', '▁har', '▁hatt', '▁vi', 'ke', 'plikt', '▁frå', '▁hø', 'gre', ',', '▁men', '▁ser', '▁ikkje', '▁ut', '▁til', '▁å', '▁ha', '▁sik', 'ra', '▁seg', '▁godt', '▁nok', '▁i', '▁høve', '▁til', '▁dette,', '▁uttaler', '▁innsats', 'le', 'iar', '▁Trond', '▁Olav', '▁S', 'alte', '▁i', '▁politiet', '.\nS', 'yk', 'list', 'en,', '▁som', '▁er', '▁i', '▁slutten', '▁av', '▁30', '-', 'å', 'ra,', '▁skal', '▁ha', '▁opplyst', '▁at', '▁han', '▁hadde', '▁smerter', '▁i', '▁hovud', 'et', '▁og', '▁n', 'akken', '.\nBil', 'før', 'ar', 'en,', '▁ein', '▁mann', '▁i', '▁50', '-', 'å', 'ra,', '▁fekk', '▁beslag', 'lagt', '▁før', 'ark', 'ort', 'et', '▁og', '▁politiet', '▁har', '▁opprett', 'a', '▁sak.']"," Ulykka skjedde ved ei avkøyring på Storhaug i Klepp rundt 08.30 tysdag morgon, opplyser politiet på staden.
– Syklisten køyrde inn personbilen, som var i ferd med å svinga av fylkesveg 44. Bilisten har hatt vikeplikt frå høgre, men ser ikkje ut til å ha sikra seg godt nok i høve til dette, uttaler innsatsleiar Trond Olav Salte i politiet.
Syklisten, som er i slutten av 30-åra, skal ha opplyst at han hadde smerter i hovudet og nakken.
Bilføraren, ein mann i 50-åra, fekk beslaglagt førarkortet og politiet har oppretta sak.",factual,restricted-newspapers_mediafutures_amedia,2016
qyO6e,nn,0.587,Vi veit nok i dag,"['▁Vi', '▁veit', '▁nok', '▁i', '▁dag', '▁om', '▁mobbing', '▁til', '▁å', '▁gjere', '▁noko', '▁aktiv', 't.', '▁Det', '▁er', '▁ikkje', '▁nødvendig', '▁med', '▁meir', '▁forsk', 'ing', '▁før', '▁vi', '▁kan', '▁sette', '▁i', '▁gang', '▁tiltak', '.\nDet', '▁var', '▁i', '▁nyttår', 'st', 'alen', '▁for', '▁2004', '▁at', '▁statsminister', '▁Kjell', '▁Magne', '▁Bonde', 'vik', '▁brukte', '▁mykje', '▁tid', '▁på', '▁å', '▁snakke', '▁om', '▁mobbing', '▁på', '▁arbeidsplass', 'ane.', '▁Han', '▁inviterte', '▁part', 'ane', '▁i', '▁arbeidslivet', '▁til', '▁å', '▁samarbeide', '▁om', '▁å', '▁utarbeide', '▁konkrete', '▁tiltak.', '▁No', '▁er', '▁handling', 'splanen', '▁godkj', 'end', ',', '▁og', '▁skal', '▁lanser', 'ast', '▁neste', '▁månad', '.', '▁Då', '▁har', '▁det', '▁gått', '▁eitt', '▁år', '▁sidan', '▁tal', 'en.', '▁Nor', 'berg', '▁er', '▁ikkje', '▁im', 'pon', 'ert,', '▁og', '▁heller', '▁ikkje', '▁optim', 'ist', '▁når', '▁det', '▁gjeld', '▁kampan', 'jen', '▁neste', '▁år', '.\n—', '▁Det', '▁er', '▁ikkje', '▁sett', '▁av', '▁øy', 're', 'mer', 'kte', '▁mid', 'lar', '▁mot', '▁mobbing', '▁i', '▁arbeidslivet', '▁i', '▁statsbudsjettet', '▁for', '▁2005,', '▁seier', '▁han', '▁til', '▁BT', '.\nR', 'ett', '▁nok', '▁skal', '▁ei', '▁ekst', 'ral', 'øy', 'ving', '▁på', '▁tj', 'ue', '▁million', 'ar', '▁kroner', '▁delvis', '▁bruk', 'ast', '▁i', '▁kampen', '▁mot', '▁mobbing', '▁på', '▁arbeid', 'spl', 'assen.', '▁Men', '▁peng', 'ane', '▁skal', '▁også', '▁finansiere', '▁nye', '▁oppgå', 'ver', '▁i', '▁samband', '▁med', '▁EØS-', 'ut', 'vid', 'inga', '▁og', '▁problemstilling', 'ar', '▁knytte', '▁til', '▁arbeids', 'inn', 'vandring', '▁og', '▁sosial', '▁dump', 'ing.', '▁Dette', '▁er', '▁ikkje', '▁godt', '▁nok,', '▁meiner', '▁Nor', 'berg.', '▁ý', '▁Regjer', 'inga', '▁gøy', 'mer']"," Vi veit nok i dag om mobbing til å gjere noko aktivt. Det er ikkje nødvendig med meir forsking før vi kan sette i gang tiltak.
Det var i nyttårstalen for 2004 at statsminister Kjell Magne Bondevik brukte mykje tid på å snakke om mobbing på arbeidsplassane. Han inviterte partane i arbeidslivet til å samarbeide om å utarbeide konkrete tiltak. No er handlingsplanen godkjend, og skal lanserast neste månad. Då har det gått eitt år sidan talen. Norberg er ikkje imponert, og heller ikkje optimist når det gjeld kampanjen neste år.
— Det er ikkje sett av øyremerkte midlar mot mobbing i arbeidslivet i statsbudsjettet for 2005, seier han til BT.
Rett nok skal ei ekstraløyving på tjue millionar kroner delvis brukast i kampen mot mobbing på arbeidsplassen. Men pengane skal også finansiere nye oppgåver i samband med EØS-utvidinga og problemstillingar knytte til arbeidsinnvandring og sosial dumping. Dette er ikkje godt nok, meiner Norberg. ý Regjeringa gøymer",factual,restricted-newspapers_mediafutures_schibsted,2004
digibok_2014100907529,nn,0.73,Men du skulde høyrt og,"['▁Men', '▁du', '▁skulde', '▁hø', 'yrt', '▁og', '▁set', '▁då', '▁det', '▁hø', 'ge', '▁tår', 'net', '▁på', '▁fest', 'ninga', '▁ram', 'la', '▁ned,', '▁tok', '▁sjø', 'mannen', '▁til', '▁att', '.', '▁Og', '▁snart', '▁la', 'ut', '▁dei', '▁gje', '▁seg.', '▁G', 'yl', 'den', 'lø', 've', '▁og', '▁off', 'iser', 'ane', '▁hans', '▁stod', '▁utan', 'for', '▁port', 'en', '▁på', '▁fest', 'ninga', '▁då', '▁svensk', 'ane', '▁kom', '▁mars', 'jer', 'ande', '▁ut', '▁og', '▁ned', '▁til', '▁byen,', '▁der', '▁dei', '▁la', '▁vå', 'p', 'na', '▁frå', '▁seg,', '▁sole', 'is', '▁som', '▁avtalen', '▁var.', '▁Der', '▁fekk', '▁vi', '▁80', '▁kan', 'oner', '▁og', '▁so', '▁mang', 't', '▁og', '▁mykje', '▁anna', '▁at', '▁det', '▁ikkje', '▁var', '▁tal', '▁på', '▁det.', '▁', '.\nDe', 'i', '▁friske', '▁fol', 'ka', '▁skulde', '▁fritt', '▁få', '▁mars', 'jer', 'a', '▁til', '▁ei', '▁fest', 'ning', '▁inne', '▁i', '▁landet', '▁her', '▁ein', '▁stad', '.', '▁Men', '▁G', 'yl', 'den', 'lø', 've', '▁sende', '▁dei', '▁heilt', '▁opp', '▁til', '▁Nord', 'land,', '▁til', '▁land', 'esk', 'ilet', '▁der,', '▁og', '▁der', '▁if', 'rå', '▁la', 'ut', '▁dei', '▁gå', '▁heim', 'att.', '▁Det', '▁gjorde', '▁han', '▁for', '▁di', '▁svensk', 'ane', '▁hadde', '▁gjort', '▁dette', '▁f', 'ante', 'stre', 'ket', '▁med', '▁danske', '▁sold', 'atar', '▁som', '▁dei', '▁hadde', '▁te', 'ke', '▁sør', '▁i', '▁Skå', 'ne', '▁ein', '▁stad', '.', '▁Men', '▁vi', '▁sold', 'at', 'ane', '▁som', '▁hadde', '▁vore', '▁med', '▁i', '▁desse', '▁basket', 'ak', 'a,', '▁fekk', '▁ein', '▁dal', 'ar', '▁kvar', ',', '▁og', '▁off', 'iser', 'ane']"," Men du skulde høyrt og set då det høge tårnet på festninga ramla ned, tok sjømannen til att. Og snart laut dei gje seg. Gyldenløve og offiserane hans stod utanfor porten på festninga då svenskane kom marsjerande ut og ned til byen, der dei la våpna frå seg, soleis som avtalen var. Der fekk vi 80 kanoner og so mangt og mykje anna at det ikkje var tal på det. .
Dei friske folka skulde fritt få marsjera til ei festning inne i landet her ein stad. Men Gyldenløve sende dei heilt opp til Nordland, til landeskilet der, og der ifrå laut dei gå heimatt. Det gjorde han for di svenskane hadde gjort dette fantestreket med danske soldatar som dei hadde teke sør i Skåne ein stad. Men vi soldatane som hadde vore med i desse basketaka, fekk ein dalar kvar, og offiserane",fiction,restricted-book,2021
digibok_2013071705067,nn,0.477,Dagen etter var båten til,"['▁Dagen', '▁etter', '▁var', '▁båten', '▁til', '▁Finn', '-M', 'ar', 'ja', '▁borte', '▁fra', '▁ka', 'ia,', '▁og', '▁vi', '▁så', '▁ikke', '▁mer', '▁til', '▁den', '▁hele', '▁den', '▁sommer', 'en,', '▁enda', '▁august', '▁så', '▁vidt', '▁var', '▁begynt', '.\nS', 'ommeren', '▁tok', '▁slutt', '▁og', '▁ferien', '▁med', '▁den,', '▁og', '▁så', '▁kom', '▁høst', 'en.', '▁I', '▁november', '▁ble', '▁sola', '▁bor', 'te,', '▁og', '▁vinteren', '▁var', '▁der,', '▁svart', '▁og', '▁uf', 'ys', 'elig,', '▁til', '▁julen', '▁kom', '▁og', '▁ly', 'ste', '▁litt', '▁opp', '▁for', '▁en', '▁tid.', '▁Januar', '▁sle', 'pt', 'es', 'eg', 'av', 'sted,', '▁februar', '▁kom', '▁med', '▁ny', '▁sol', ',', '▁og', '▁i', '▁mars', '▁var', '▁alt', '▁jub', 'el', '▁og', '▁glede', '▁med', '▁gn', 'ist', 'rende', '▁sk', 'if', 'øre', '▁og', '▁klare', '▁dager,', '▁må', 'nesk', 'inn', 'sk', 'vel', 'der', '▁og', '▁kj', 'el', 'ket', 'urer', '▁og', '▁så', '▁skulle', '▁vi', '▁ha', '▁påske', 'ferie', '▁om', '▁åtte', '▁dager', '!\nDet', '▁ble', '▁en', '▁påske', '▁jeg', '▁se', 'int', '▁skal', '▁glem', 'me,', '▁for', '▁j', 'amen', '▁var', '▁det', '▁på', '▁et', '▁heng', 'ende', '▁hår', '▁at', '▁jeg', '▁ikke', '▁så', 'tte', '▁livet', '▁til', '▁på', '▁lang', 'fred', 'ag', 'skveld', 'en', '▁det', '▁året', '.\nAnt', 'on', '▁Be', 'ch,', '▁Vil', 'helm', '▁Gabri', 'elsen', '▁c', 'g', '▁jeg', '▁hadde', '▁avtalt', '▁at', '▁vi', '▁skulle', '▁gå', '▁den', '▁samme', '▁turen', '▁som', '▁ad', 'junkt', '▁Sven', 'ning', 'sen', '▁gikk', '▁i', '▁fjor', ':', '▁fra', '▁Hans', 'gården', '▁over', '▁fjellet', '▁til', '▁St', 'inn', 'elv', 'dalen', '▁og', '▁tilbake', '▁med']"," Dagen etter var båten til Finn-Marja borte fra kaia, og vi så ikke mer til den hele den sommeren, enda august så vidt var begynt.
Sommeren tok slutt og ferien med den, og så kom høsten. I november ble sola borte, og vinteren var der, svart og ufyselig, til julen kom og lyste litt opp for en tid. Januar sleptesegavsted, februar kom med ny sol, og i mars var alt jubel og glede med gnistrende skiføre og klare dager, måneskinnskvelder og kjelketurer og så skulle vi ha påskeferie om åtte dager!
Det ble en påske jeg seint skal glemme, for jamen var det på et hengende hår at jeg ikke såtte livet til på langfredagskvelden det året.
Anton Bech, Vilhelm Gabrielsen cg jeg hadde avtalt at vi skulle gå den samme turen som adjunkt Svenningsen gikk i fjor: fra Hansgården over fjellet til Stinnelvdalen og tilbake med",fiction,restricted-book,1977
digibok_2010041303027,nn,0.627,Frosken var veldig redd Han,"['▁Fro', 'sken', '▁var', '▁veldig', '▁red', 'd.', '▁Han', '▁låg', '▁i', '▁seng', 'a,', '▁og', '▁han', '▁hø', 'yr', 'de', '▁rare', '▁lyd', 'ar', '▁over', 'alt.', '▁Det', '▁kn', 'ir', 'ka', '▁inne', '▁i', '▁skå', 'pet', '▁og', '▁det', '▁ra', 'sla', '▁under', '▁g', 'olv', 'pl', 'ank', 'ane', '.\nOg', '▁dei', '▁sprang', '▁ut', '▁i', '▁skogen', '.\nDe', 'i', '▁var', '▁svært', '▁and', 'p', 'ust', 'ne', '▁da', '▁dei', '▁endel', 'eg', '▁nådde', '▁fram', '▁til', '▁huset', '▁der', '▁gr', 'isen', '▁bud', 'de.', '▁Dei', '▁ham', 'ra', '▁på', '▁døra', '.\n«', 'Ver', '▁snill', '▁og', '▁sle', 'pp', '▁oss', '▁inn,', '▁gr', 'is.', '▁Det', '▁er', '▁vi', '!»', '▁ro', 'pte', '▁fro', 'sken', '▁og', '▁and', 'a', '.\nG', 'risen', '▁såg', '▁ut', '▁av', '▁vind', 'aug', 'et,', '▁men', '▁såg', '▁ingen', '▁ting', '▁u', 'van', 'leg', '.', '▁«K', 'j', 'ære', '▁gr', 'is,', '▁kan', '▁vi', '▁få', '▁sove', '▁her', '?', '▁Vi', '▁er', '▁så', '▁red', 'de.', '»', '▁«', 'OK', ',', '»', '▁sa', '▁gris', 'en.', '▁«S', 'enga', '▁mi', '▁er', '▁stor', '▁nok.', '▁Og', '▁eg', '▁er', '▁aldri', '▁red', 'd.', '▁Eg', '▁trur', '▁ikkje', '▁på', '▁slikt', '▁sl', 'ud', 'der', '.\n«', 'Dette', '▁er', '▁fint,', '»', '▁tenkte', '▁fro', 'sk', 'en.', '▁«N', 'o', '▁kan', '▁ingen', '▁ting', '▁skje', '.»', '▁Men', '▁dei', '▁fekk', '▁ikkje', '▁sove', '.\nm', 'yst', 'iske', '▁og', '▁skrem', 'm', 'ande', '▁lyd', 'ane', '▁i', '▁skogen', '.\nN', 'este', '▁morgon', '▁gjekk', '▁har', 'en', '▁og', '▁ville', '▁helse', '▁på', '▁fro', 'sken', '▁D', 'ø', 'ra', '▁stod']"," Frosken var veldig redd. Han låg i senga, og han høyrde rare lydar overalt. Det knirka inne i skåpet og det rasla under golvplankane.
Og dei sprang ut i skogen.
Dei var svært andpustne da dei endeleg nådde fram til huset der grisen budde. Dei hamra på døra.
«Ver snill og slepp oss inn, gris. Det er vi!» ropte frosken og anda.
Grisen såg ut av vindauget, men såg ingen ting uvanleg. «Kjære gris, kan vi få sove her? Vi er så redde.» «OK,» sa grisen. «Senga mi er stor nok. Og eg er aldri redd. Eg trur ikkje på slikt sludder.
«Dette er fint,» tenkte frosken. «No kan ingen ting skje.» Men dei fekk ikkje sove.
mystiske og skremmande lydane i skogen.
Neste morgon gjekk haren og ville helse på frosken Døra stod",fiction,restricted-book,1997
digibok_2012121207074,nn,0.701,Goddag karar sagde eg og,"['▁\n', '«', 'G', 'od', 'dag,', '▁kar', 'ar,', '»', '▁sagde', '▁eg', '▁og', '▁ste', 'ig', '▁fram', '▁og', '▁gjekk', '▁bur', 'ta', 'at', '▁ba', 'alet', '.\n«', 'K', 'var', '▁kjem', '▁De', '▁ifra', 'a', '?»', '▁var', '▁det', '▁ein', '▁mor', 'sk', '▁fyr', '▁som', '▁spur', 'de', '.\n«', 'A', 'a', '▁ikkje', '▁fra', 'a', '▁nokon', '▁stad', ',', '»', '▁svara', '▁eg', ',', '▁«', 'eg', '▁var', '▁her', '▁da', 'a', '▁de', '▁kom', '.\n«', 'De', '▁er', '▁vel', '▁ein', '▁av', '▁desse', '▁nordvest', '-sk', 'ytt', 'ar', 'ane,', '▁sp', 'aar', '▁eg', '?\n', '«', 'N', 'ei,', '▁eg', '▁er', '▁berre', '▁ein', '▁van', 'leg', '▁ferd', 'am', 'ann', '.\n«', 'E', 'in', '▁van', 'leg', '▁ferd', 'am', 'ann,', '▁he', '▁—', '▁j', 'au', '▁det', '▁skal', '▁De', '▁faa', '▁oss', '▁til', '▁aa', '▁tru', '.\n«', 'De', '▁fær', '▁tru', '▁som', '▁De', '▁vil', '.»', '▁sagde', '▁eg', ',', '▁«', 'eg', '▁er', '▁ikkje', '▁skuld', 'ig', '▁D', 'ykk', '▁nokon', '▁re', 'ik', 'nes', 'kap', '.', '▁El', 'les', '▁er', '▁det', '▁mi', '▁me', 'ining', '▁at', '▁nordvest', '-', 'laget', '▁kann', '▁vera', '▁li', 'ks', 'o', '▁ær', 'lege', '▁folk', '▁som', '▁det', '▁handel', 'slaget', '▁De', '▁t', 'ener', '.\n«', 'Og', '▁det', '▁va', 'ag', 'ar', '▁De', '▁aa', '▁segja', '▁meg', '▁her', '▁midt', '▁upp', '▁i', '▁syn', 'i', '?»', '▁sagde', '▁fyr', 'en', '▁og', '▁kast', 'a', '▁tr', 'øya', '▁og', '▁gjorde', '▁seg', '▁re', 'ide', '▁til', '▁aa', '▁r', 'ju', 'ka', '▁paa', '▁meg.', '▁Dei', '▁andre', '▁slo', '▁ring', '▁i']"," 
«Goddag, karar,» sagde eg og steig fram og gjekk burtaat baalet.
«Kvar kjem De ifraa?» var det ein morsk fyr som spurde.
«Aa ikkje fraa nokon stad,» svara eg, «eg var her daa de kom.
«De er vel ein av desse nordvest-skyttarane, spaar eg?
«Nei, eg er berre ein vanleg ferdamann.
«Ein vanleg ferdamann, he — jau det skal De faa oss til aa tru.
«De fær tru som De vil.» sagde eg, «eg er ikkje skuldig Dykk nokon reikneskap. Elles er det mi meining at nordvest-laget kann vera likso ærlege folk som det handelslaget De tener.
«Og det vaagar De aa segja meg her midt upp i syni?» sagde fyren og kasta trøya og gjorde seg reide til aa rjuka paa meg. Dei andre slo ring i",fiction,restricted-book,2021
TV2-12411178,nn,0.372,Jeg er ekstremt tilfreds med,"['▁Jeg', '▁er', '▁ekstremt', '▁tilfreds', '▁med', '▁at', '▁vi', '▁har', '▁oppnådd', '▁politiske', '▁enighet', '▁om', '▁en', '▁reform', '▁av', '▁g', 'asse', 'ktor', 'en', '▁i', '▁Ukra', 'ina,', '▁sier', '▁EU-', 'komm', 'isjon', 'ens', '▁president', '▁Jos', 'é', '▁Manu', 'el', '▁Bar', 'ros', 'o', '.\nI', '▁januar', '▁førte', '▁strid', '▁mellom', '▁Russland', '▁og', '▁Ukraina', '▁om', '▁uk', 'ra', 'iner', 'nes', '▁betaling', '▁for', '▁russisk', '▁gass', '▁til', '▁en', '▁to', '▁uker', '▁lang', '▁leverings', 'stopp', '▁som', '▁rammet', '▁flere', '▁land', '▁i', '▁Europa.', '▁(', '©', 'N', 'TB)']"," Jeg er ekstremt tilfreds med at vi har oppnådd politiske enighet om en reform av gassektoren i Ukraina, sier EU-kommisjonens president José Manuel Barroso.
I januar førte strid mellom Russland og Ukraina om ukrainernes betaling for russisk gass til en to uker lang leveringsstopp som rammet flere land i Europa. (©NTB)",newspapers,restricted-newspapers_mediafutures_tv2,2009
amedia-683cecb3523a0492a8977dcc98826dfa,nn,0.54,Det er ei trist melding,"['▁Det', '▁er', '▁ei', '▁trist', '▁melding', '▁å', '▁få', ',', '▁både', '▁for', '▁tilsette', '▁og', '▁be', 'bu', 'ar', 'ar.', '▁Pros', 'essen', '▁med', '▁å', '▁flytta', '▁be', 'bu', 'arar', '▁vil', '▁koma', '▁i', '▁gang', '▁ganske', '▁kj', 'ap', 't,', '▁og', '▁me', '▁har', '▁i', '▁drøft', 'ingar', '▁med', '▁dei', '▁til', 'set', 'te.', '▁Me', '▁har', '▁bemanning', '▁så', '▁lenge', '▁avtalen', '▁gjeld', ',', '▁altså', '▁ut', '▁april,', '▁seier', '▁O', 'sen.', 'F', 'le', 'ire', '▁av', '▁dei', '▁tilsette', '▁har', '▁jobba', '▁ved', '▁mott', 'aket', '▁i', '▁mange', '▁år,', '▁sjølv', '▁har', '▁O', 'sen', '▁vore', '▁der', '▁i', '▁ti', '▁år.', '▁På', '▁mott', 'aket', '▁med', '▁140', '▁plass', 'ar', '▁er', '▁det', '▁også', '▁ein', '▁del', '▁be', 'bu', 'arar', '▁som', '▁er', '▁tett', '▁knytte', '▁til', '▁mott', 'aket', '▁og', '▁lokalsamfunn', 'et.', '-', '▁For', '▁ein', '▁del', '▁av', '▁dei', '▁kan', '▁det', '▁bli', '▁utford', 'rande', '▁å', '▁flytt', 'a,', '▁seier', '▁O', 'sen.', 'H', 'an', '▁har', '▁vore', '▁i', '▁kontakt', '▁med', '▁politisk', '▁lei', 'ing', '▁i', '▁kommunen', '▁om', '▁sak', 'a.', '▁-', '▁Me', '▁har', '▁fått', '▁signal', '▁om', '▁at', '▁Sog', 'ndal', '▁kommune', '▁stiller', '▁opp', '▁viss', '▁det', '▁er', '▁noko', '▁dei', '▁kan', '▁bidra', '▁med,', '▁og', '▁det', '▁set', '▁me', '▁pris', '▁på,', '▁seier', '▁O', 'sen', '.\nO', 'rd', 'før', 'ar', '▁Jar', 'le', '▁Aar', 'voll', '▁(A', 'p)', '▁synes', '▁det', '▁er', '▁leit', '▁at', '▁mott', 'aket', '▁i', '▁kommunen', '▁forsv', 'inn.', '-', '▁Det', '▁er', '▁trist', '.', '▁Dette', '▁er', '▁ein', '▁konsekvens', '▁av', '▁regjer', 'inga', '▁sin']"," Det er ei trist melding å få, både for tilsette og bebuarar. Prosessen med å flytta bebuarar vil koma i gang ganske kjapt, og me har i drøftingar med dei tilsette. Me har bemanning så lenge avtalen gjeld, altså ut april, seier Osen.Fleire av dei tilsette har jobba ved mottaket i mange år, sjølv har Osen vore der i ti år. På mottaket med 140 plassar er det også ein del bebuarar som er tett knytte til mottaket og lokalsamfunnet.- For ein del av dei kan det bli utfordrande å flytta, seier Osen.Han har vore i kontakt med politisk leiing i kommunen om saka. - Me har fått signal om at Sogndal kommune stiller opp viss det er noko dei kan bidra med, og det set me pris på, seier Osen.
Ordførar Jarle Aarvoll (Ap) synes det er leit at mottaket i kommunen forsvinn.- Det er trist. Dette er ein konsekvens av regjeringa sin",newspapers,restricted-newspapers_mediafutures_amedia,2018
J1Wzz7,nn,0.502,Etter forvaltningslova har P4 rett,"['▁Etter', '▁forvalt', 'ningsl', 'ova', '▁har', '▁P', '4', '▁rett', '▁til', '▁innsyn', '▁i', '▁kva', '▁for', '▁faktiske', '▁opplysning', 'ar', '▁departementet', '▁har', '▁lagt', '▁til', '▁grunn', '▁i', '▁saks', 'hand', 'sam', 'ing', 'a.', '▁Det', '▁har', '▁dei', '▁fått', '.', '▁S', 'aka', '▁stiller', '▁seg', '▁ann', 'leis', '▁for', '▁interne', '▁vurdering', 'ar.', '▁I', '▁utgangspunktet', '▁kan', '▁slike', '▁vurder', 'ingar', '▁hald', 'ast', '▁unna', '▁off', 'entleg', '▁innsyn', '.', '▁Om', '▁interne', '▁dokument', '▁og', '▁me', 'in', 'ings', 'bryt', 'ing', '▁mellom', '▁ulike', '▁nivå', '▁i', '▁departementet', '▁vert', '▁off', 'entleg', ',', '▁kan', '▁det', '▁skapa', '▁tvil', '▁om', '▁kva', '▁som', '▁er', '▁departementet', '▁sitt', '▁standpunkt', '.', '▁For', '▁stor', '▁grad', '▁av', '▁dokument', 'inn', 'syn', '▁kan', '▁òg', '▁under', 'grav', 'a', '▁den', '▁graden', '▁av', '▁open', '▁og', '▁skrift', 'leg', '▁kommunikasjon', '▁som', '▁er', '▁ønsk', 'eleg', '▁mellom', '▁ein', '▁statsråd', '▁og', '▁hennar', '▁em', 'bets', 'verk', '.\nE', 'g', '▁trur', '▁at', '▁vi', '▁i', '▁det', '▁materialet', '▁som', '▁er', '▁sendt', '▁P', '4,', '▁har', '▁klart', '▁å', '▁bal', 'anser', 'a', '▁desse', '▁om', 'syn', 'a', '▁på', '▁ein', '▁god', '▁måte', '.\nL', 'ei', 'inga', '▁i', '▁P', '4', '▁har', '▁hev', 'da', '▁at', '▁eg', '▁har', '▁lagt', '▁vekt', '▁på', '▁utan', 'for', 'lig', 'gj', 'ande', '▁om', 'syn', ',', '▁og', '▁«', 'over', 'kjør', 't', '▁mitt', '▁em', 'bets', 'verk', '».', '▁Det', '▁er', '▁stats', 'råden', '▁som', '▁er', '▁ansvar', 'leg', '▁for', '▁vedtak', 'a', '▁til', '▁departement', 'et.', '▁Eg', '▁kan', '▁sjøl', 'vs', 'agt', '▁over', 'prø', 'va', '▁em']"," Etter forvaltningslova har P4 rett til innsyn i kva for faktiske opplysningar departementet har lagt til grunn i sakshandsaminga. Det har dei fått. Saka stiller seg annleis for interne vurderingar. I utgangspunktet kan slike vurderingar haldast unna offentleg innsyn. Om interne dokument og meiningsbryting mellom ulike nivå i departementet vert offentleg, kan det skapa tvil om kva som er departementet sitt standpunkt. For stor grad av dokumentinnsyn kan òg undergrava den graden av open og skriftleg kommunikasjon som er ønskeleg mellom ein statsråd og hennar embetsverk.
Eg trur at vi i det materialet som er sendt P4, har klart å balansera desse omsyna på ein god måte.
Leiinga i P4 har hevda at eg har lagt vekt på utanforliggjande omsyn, og «overkjørt mitt embetsverk». Det er statsråden som er ansvarleg for vedtaka til departementet. Eg kan sjølvsagt overprøva em",newspapers,restricted-newspapers_mediafutures_schibsted,2003
