prompt,generated_text,predicted_token,accepted_predictions,correct_prediction,language
"Idiom:
Den som gjer narr av andre, er sjølv største","Idiom:
Den som gjer narr av andre, er sjølv største narren.
er det","narren.
er",['narren'],False,nno
"Idiom:
Den som går ubeden til, går utakka","Idiom:
Den som går ubeden til, går utakka heim. Den som går",heim,['frå'],False,nno
"Idiom:
Den som har gjeld, er aldri","Idiom:
Den som har gjeld, er aldri fri. Det er en",fri,['sorglaus'],False,nno
"Idiom:
Den som har noko å selje, får og noko å","Idiom:
Den som har noko å selje, får og noko å kjøpe. Det er ein",kjøpe,['telje'],False,nno
"Idiom:
Den som hjelper i naud, hjelper to","Idiom:
Den som hjelper i naud, hjelper to gonger; den som",gonger,['gonger'],True,nno
"Idiom:
Den som ikkje får ride, fell heller ikkje av","Idiom:
Den som ikkje får ride, fell heller ikkje av hesten.
av den grunn","hesten.
av",['hesten'],False,nno
"Idiom:
Den som ikkje spør, blir ikkje visare enn","Idiom:
Den som ikkje spør, blir ikkje visare enn han er frå før.
",han,['før'],False,nno
"Idiom:
Den som ingenting vågar, han ingenting","Idiom:
Den som ingenting vågar, han ingenting vinner. Det var det",vinner,['vinn'],False,nno
"Idiom:
Den som kjenner sin eigen dårskap, er på veg mot","Idiom:
Den som kjenner sin eigen dårskap, er på veg mot visdom. Den som",visdom,['visdom'],True,nno
"Idiom:
Den som kviskrar, han","Idiom:
Den som kviskrar, han lyg!",lyg,['lyg'],True,nno
"Idiom:
Den som ler sist ler","Idiom:
Den som ler sist ler best!",best,['best'],True,nno
"Idiom:
Den som lite veit, han lite","Idiom:
Den som lite veit, han lite fretter; den som",fretter,['gløymer'],False,nno
"Idiom:
Den som lite vågar, han lite","Idiom:
Den som lite vågar, han lite vinn. Det er eit",vinn,['vinn'],True,nno
"Idiom:
Den som lyg, kan stele; og den som stel, kan","Idiom:
Den som lyg, kan stele; og den som stel, kan bli stelar;",bli,['lyge'],False,nno
"Idiom:
Den som lærer ti handverk, han kan ikkje eitt til","Idiom:
Den som lærer ti handverk, han kan ikkje eitt til slutt.
som er i","slutt.
som",['gagns'],False,nno
"Idiom:
Den som sjeldan ror ut, får sjeldan","Idiom:
Den som sjeldan ror ut, får sjeldan fisk. Det er ikkje",fisk,['fisk'],True,nno
"Idiom:
Den som skal gjete, lyt ha auga med","Idiom:
Den som skal gjete, lyt ha auga med seg og ikkje berre sjå",seg,['seg'],True,nno
"Idiom:
Den som skal lyge, skal ha godt","Idiom:
Den som skal lyge, skal ha godt med tid og vere sikker",med,['minne'],False,nno
"Idiom:
Den som sparer hendene, får og spare","Idiom:
Den som sparer hendene, får og spare til sist, heter det",til,['tennene'],False,nno
"Idiom:
Den som talar sanning, vinn over","Idiom:
Den som talar sanning, vinn over fienden sin.
som",fienden,['djevelen'],False,nno
"Idiom:
Den som teier,","Idiom:
Den som teier, samtykkjer - eller",samtykkjer,['samtykkjer'],True,nno
"Idiom:
Den som vil freden nyte, må ikkje freden","Idiom:
Den som vil freden nyte, må ikkje freden frykte. Den som",frykte,['bryte'],False,nno
"Idiom:
Den som vil ha kjernen, skal først bite","Idiom:
Den som vil ha kjernen, skal først bite seg i tungen.
",seg,['skalet'],False,nno
"Idiom:
Den som vil på havet, skal ikkje ro","Idiom:
Den som vil på havet, skal ikkje ro. Den som vil på",,['hardt'],False,nno
"Idiom:
Den som vil sleikje i alle fat, får kjenne mang ein","Idiom:
Den som vil sleikje i alle fat, får kjenne mang ein tev, og den",tev,['smak'],False,nno
"Idiom:
Den som vil smake på alt, han får både surt og","Idiom:
Den som vil smake på alt, han får både surt og søtt i munnen.
",søtt,['salt'],False,nno
"Idiom:
Den som vågar, han anten vinn eller","Idiom:
Den som vågar, han anten vinn eller tapar. Det er ikkje",tapar,['tapar'],True,nno
"Idiom:
Den talar mest som minst","Idiom:
Den talar mest som minst, men er den mest",,['veit'],False,nno
"Idiom:
Der dygda vantar, er venleiken lite","Idiom:
Der dygda vantar, er venleiken lite verd. Der dyg",verd,['verd'],True,nno
"Idiom:
Der ein pløyer grunt, vil det vekse","Idiom:
Der ein pløyer grunt, vil det vekse gras på steing",gras,['tunt'],False,nno
"Idiom:
Der makt og vilje vantar, er inga","Idiom:
Der makt og vilje vantar, er inga makt å vinne. Der",makt,['råd'],False,nno
"Idiom:
Der makta har rett, har retten inga","Idiom:
Der makta har rett, har retten inga makt. Der retten har",makt,['makt'],True,nno
"Idiom:
Det alle skal gjere, blir helst","Idiom:
Det alle skal gjere, blir helst gjort på ein annan måte",gjort,['ugjort'],False,nno
"Idiom:
Det alle skal gjere, vert aldri","Idiom:
Det alle skal gjere, vert aldri gjort!",gjort,['gjort'],True,nno
"Idiom:
Det auget som ikkje ser, slepp å","Idiom:
Det auget som ikkje ser, slepp å sjå. Det auget",sjå,['gråte'],False,nno
"Idiom:
Det avgjerande er ikkje korleis ein har det, men korleis ein tar","Idiom:
Det avgjerande er ikkje korleis ein har det, men korleis ein tar det. Det er ikkje det",det,['det'],True,nno
"Idiom:
Det beste er godt","Idiom:
Det beste er godt nok!",nok,['nok'],True,nno
"Idiom:
Det brenn ikkje alt som","Idiom:
Det brenn ikkje alt som brenn, og det som",brenn,['ryk'],False,nno
"Idiom:
Det dømmer kvar etter sitt","Idiom:
Det dømmer kvar etter sitt lynne og sin hug",lynne,['vit'],False,nno
"Idiom:
Det ein ikkje kan bere, får ein","Idiom:
Det ein ikkje kan bere, får ein la vere å bere.
",la,['drage'],False,nno
"Idiom:
Det ein ikkje veit, gjer ein verken kald eller","Idiom:
Det ein ikkje veit, gjer ein verken kald eller varm.",varm,['heit'],False,nno
"Idiom:
Det ein sår, skal ein og","Idiom:
Det ein sår, skal ein og hauste: Det ein",hauste,['hausta'],False,nno
"Idiom:
Det eine gode skjemmer ikkje det andre","Idiom:
Det eine gode skjemmer ikkje det andre; det er ikkje noko",,['ut'],False,nno
"Idiom:
Det er aldri så gale, det ikkje er godt for","Idiom:
Det er aldri så gale, det ikkje er godt for noko!",noko,['noko'],True,nno
"Idiom:
Det er alltid dyrt som ikkje","Idiom:
Det er alltid dyrt som ikkje er dyrt. Det er",er,['duger'],False,nno
"Idiom:
Det er best å gjere mykje og seie","Idiom:
Det er best å gjere mykje og seie lite. Det er best",lite,['lite'],True,nno
"Idiom:
Det er best å tenkje før ein","Idiom:
Det er best å tenkje før ein snakkar.
som ikkje","snakkar.
som",['talar'],False,nno
"Idiom:
Det er beste lækjedomen som møter sykja før ho kjem i","Idiom:
Det er beste lækjedomen som møter sykja før ho kjem i hug å koma.
som",hug,['huset'],False,nno
"Idiom:
Det er betre for fullt enn for tidleg","Idiom:
Det er betre for fullt enn for tidleg. Det er betre å",,['tomt'],False,nno
"Idiom:
Det er betre med ei god handling enn med tusen gode","Idiom:
Det er betre med ei god handling enn med tusen gode ord.
som er så","ord.
som",['tankar'],False,nno
"Idiom:
Det er betre med trøytte armar enn tomme","Idiom:
Det er betre med trøytte armar enn tomme tarmar.",tarmar,['tarmar'],True,nno
"Idiom:
Det er betre å falle med ære enn å stå med","Idiom:
Det er betre å falle med ære enn å stå med skam. Idiom",skam,['skam'],True,nno
"Idiom:
Det er betre å ha éin ting enn å ønskje seg","Idiom:
Det er betre å ha éin ting enn å ønskje seg mange ting.
er det",mange,['to'],False,nno
"Idiom:
Det er betre å kle seg vel enn å fryse i","Idiom:
Det er betre å kle seg vel enn å fryse i hel. Det er betre",hel,['hel'],True,nno
"Idiom:
Det er betre å lide for sanning enn å få løn for","Idiom:
Det er betre å lide for sanning enn å få løn for lygn. Det er",lygn,['lygn'],True,nno
"Idiom:
Det er betre å spørje to gonger enn fare éin gong","Idiom:
Det er betre å spørje to gonger enn fare éin gong med skjemt og",med,['vilt'],False,nno
"Idiom:
Det er betre å tigge enn å","Idiom:
Det er betre å tigge enn å stele. Det er",stele,['stele'],True,nno
"Idiom:
Det er betre å vere einsleg enn i vondt","Idiom:
Det er betre å vere einsleg enn i vondt lag.
er det ikkje","lag.
er",['følgje'],False,nno
"Idiom:
Det er betre å vere herre i eit lite hus enn træl i eit","Idiom:
Det er betre å vere herre i eit lite hus enn træl i eit stort. Det er betre",stort,['stort'],True,nno
"Idiom:
Det er betre å vike enn å","Idiom:
Det er betre å vike enn å ryke i strid.",ryke,['velte'],False,nno
"Idiom:
Det er brotne kvistar i alle","Idiom:
Det er brotne kvistar i alle tre. Det er ikkje",tre,['skogar'],False,nno
"Idiom:
Det er dei vakraste fuglane som vert sette i","Idiom:
Det er dei vakraste fuglane som vert sette i bur. Dei andre er",bur,['bur'],True,nno
"Idiom:
Det er den gode vanen som den vonde skal","Idiom:
Det er den gode vanen som den vonde skal halde seg frå livet",halde,['drive'],False,nno
"Idiom:
Det er fleire som spør etter rikdom enn etter","Idiom:
Det er fleire som spør etter rikdom enn etter kunnskap. Det er fleire",kunnskap,['visdom'],False,nno
"Idiom:
Det er fleire æretjuvar enn","Idiom:
Det er fleire æretjuvar enn du trur!",du,['pengetjuvar'],False,nno
"Idiom:
Det er frå barn og fulle folk ein får høyre","Idiom:
Det er frå barn og fulle folk ein får høyre det.
som er så","det.
som",['sanninga'],False,nno
"Idiom:
Det er få så rike, at dei aldri meir vil","Idiom:
Det er få så rike, at dei aldri meir vil ha bruk for pengar.
",ha,['ha'],True,nno
"Idiom:
Det er fåfengt å vere rik der ingen fattig","Idiom:
Det er fåfengt å vere rik der ingen fattig er; og det er",er,['finst'],False,nno
"Idiom:
Det er gale å gjere andre visare enn seg","Idiom:
Det er gale å gjere andre visare enn seg sjølv. Det er g",sjølv,['sjølv'],True,nno
"Idiom:
Det er ikkje alltid den visaste som","Idiom:
Det er ikkje alltid den visaste som er den klokaste.",er,['vinn'],False,nno
"Idiom:
Det er ikkje fullt før det renn","Idiom:
Det er ikkje fullt før det renn over!",over,['over'],True,nno
"Idiom:
Det er ikkje gull alt som","Idiom:
Det er ikkje gull alt som glimrar.",glimrar,['glimrar'],True,nno
"Idiom:
Det er ikkje langt mellom dygd og","Idiom:
Det er ikkje langt mellom dygd og last, og det er",last,['udygd'],False,nno
"Idiom:
Det er ikkje lett å lære ei gammal merr å","Idiom:
Det er ikkje lett å lære ei gammal merr å danse. Men det er",danse,['kneggje'],False,nno
"Idiom:
Det er ikkje lett å sitje på lånt","Idiom:
Det er ikkje lett å sitje på lånt stol og skrive om ein",stol,['krakk'],False,nno
"Idiom:
Det er ikkje liv i alt som rører","Idiom:
Det er ikkje liv i alt som rører seg på jorda. Det",seg,['seg'],True,nno
"Idiom:
Det er ikkje verdt å bere vatn i","Idiom:
Det er ikkje verdt å bere vatn i bøtter og spann.",bøtter,['å'],False,nno
"Idiom:
Det er ille når gikta set seg i","Idiom:
Det er ille når gikta set seg i ryggen, men det er",ryggen,['trefoten'],False,nno
"Idiom:
Det er ilt å angre på","Idiom:
Det er ilt å angre på noe man ikke har gjort",noe,['velgjort'],False,nno
"Idiom:
Det er inga skam å falle for ei","Idiom:
Det er inga skam å falle for ei vakker kvinne. Det er",vakker,['kjempe'],False,nno
"Idiom:
Det er ingen for god til å tene seg","Idiom:
Det er ingen for god til å tene seg rik, som ikkje vil",rik,['sjølv'],False,nno
"Idiom:
Det er ingen forbode å leite på","Idiom:
Det er ingen forbode å leite på denne måten, men det",denne,['allmenningen'],False,nno
"Idiom:
Det er ingen lagnad som ein lagar","Idiom:
Det er ingen lagnad som ein lagar sjølv.",sjølv,['sjølv'],True,nno
"Idiom:
Det er ingenting nytt under","Idiom:
Det er ingenting nytt under solen. Det er bare",solen,['sola'],False,nno
"Idiom:
Det er klein fugl som skjemmer sitt eige","Idiom:
Det er klein fugl som skjemmer sitt eige reir!",reir,['reir'],True,nno
"Idiom:
Det er langt å leite etter den som er","Idiom:
Det er langt å leite etter den som er borte.
er det ikkje","borte.
er",['lytelaus'],False,nno
"Idiom:
Det er leitt å vere stor heime og liten","Idiom:
Det er leitt å vere stor heime og liten ute.
er det ikkje","ute.
er",['borte'],False,nno
"Idiom:
Det er leitt å våge alt på eitt","Idiom:
Det er leitt å våge alt på eitt kort og så tape.",kort,['kast'],False,nno
"Idiom:
Det er lett å sitje på lånt","Idiom:
Det er lett å sitje på lånt stol og seie at",stol,['krakk'],False,nno
"Idiom:
Det er lett å skjere breie reimar av annan manns","Idiom:
Det er lett å skjere breie reimar av annan manns rygg. Det er lett",rygg,['ler'],False,nno
"Idiom:
Det er lett å vere god når det ikkje","Idiom:
Det er lett å vere god når det ikkje er nokon å vere god",er,['kostar'],False,nno
"Idiom:
Det er lettare å gøyme rikdom enn","Idiom:
Det er lettare å gøyme rikdom enn å få tak i han",å,['fattigdom'],False,nno
"Idiom:
Det er lettare å love enn å","Idiom:
Det er lettare å love enn å halde det ein lov",halde,['halde'],True,nno
"Idiom:
Det er makta som","Idiom:
Det er makta som rår!",rår,['rår'],True,nno
"Idiom:
Det er mangt eit godt hovud under ein gammal","Idiom:
Det er mangt eit godt hovud under ein gammal hatt.",hatt,['hatt'],True,nno
"Idiom:
Det er mangt rart i","Idiom:
Det er mangt rart i eit folkeeventyr.",eit,['havet'],False,nno
"Idiom:
Det er på kjeften ein kjenner","Idiom:
Det er på kjeften ein kjenner grisen, heiter det",grisen,['hunden'],False,nno
"Idiom:
Det er rev som rev skal","Idiom:
Det er rev som rev skal jages!",jages,['fange'],False,nno
"Idiom:
Det er rikdom nok i sterk manns","Idiom:
Det er rikdom nok i sterk mannshand. Det er rik",hand,['armar'],False,nno
"Idiom:
Det er rom nok der ingen er","Idiom:
Det er rom nok der ingen er til å ta imot dem",til,['uvener'],False,nno
"Idiom:
Det er seint å spare på berre","Idiom:
Det er seint å spare på berre eitt språk når ein skriv",eitt,['botnen'],False,nno
"Idiom:
Det er skilnad på å rake skjegget og å skjere haka","Idiom:
Det er skilnad på å rake skjegget og å skjere haka av seg.
er det",av,['av'],True,nno
"Idiom:
Det er slutt på den snøen som fall i","Idiom:
Det er slutt på den snøen som fall i fjor!",fjor,['fjor'],True,nno
"Idiom:
Det er vandt å vite kva den teiande","Idiom:
Det er vandt å vite kva den teiande parten i eit ord",parten,['tenkjer'],False,nno
"Idiom:
Det er verste bikkja som bit og ikkje","Idiom:
Det er verste bikkja som bit og ikkje den som jagar.
",den,['gøyr'],False,nno
"Idiom:
Det er vissa ein har og vona ein","Idiom:
Det er vissa ein har og vona ein skal få, som ikkje",skal,['får'],False,nno
"Idiom:
Det er vondt når vitet","Idiom:
Det er vondt når vitet vert sett i bur.",vert,['vantar'],False,nno
"Idiom:
Det er vondt å få det alle vil","Idiom:
Det er vondt å få det alle vil ha, men ikke kan få",ha,['ha'],True,nno
"Idiom:
Det er vondt å ta seg vatn over","Idiom:
Det er vondt å ta seg vatn over hovudet. Det er vondt",hovudet,['hovudet'],True,nno
"Idiom:
Det fell ikkje tre med første","Idiom:
Det fell ikkje tre med første hogget!",hogget,['hogg'],False,nno
"Idiom:
Det får vere ein måte med","Idiom:
Det får vere ein måte med alt.",alt,['alt'],True,nno
"Idiom:
Det gror ikkje gras på","Idiom:
Det gror ikkje gras på allfarveg, og",allfarveg,['allemannsvegen'],False,nno
"Idiom:
Det hjelper ingen vilje når makta","Idiom:
Det hjelper ingen vilje når makta er sterk og hard.",er,['vantar'],False,nno
"Idiom:
Det kan sitje eit godt hovud under ein gammal","Idiom:
Det kan sitje eit godt hovud under ein gammal hatt.",hatt,['hatt'],True,nno
"Idiom:
Det kan vere eit hardt skal kring ein mjuk","Idiom:
Det kan vere eit hardt skal kring ein mjuk kjerne.
som ein gong","kjerne.
som",['kjerne'],False,nno
"Idiom:
Det kjem fant av folk og folk av","Idiom:
Det kjem fant av folk og folk av fant. Det er ikkje",fant,['fant'],True,nno
"Idiom:
Det ordet som ligg nest hjartet, kjem først i","Idiom:
Det ordet som ligg nest hjartet, kjem først i alfabetet vårt",alfabetet,['munnen'],False,nno
"Idiom:
Det passar ikkje same segl i alle","Idiom:
Det passar ikkje same segl i alle vindar.
som er","vindar.
som",['båtar'],False,nno
"Idiom:
Det renn mykje vatn mens møllaren","Idiom:
Det renn mykje vatn mens møllaren søv...",søv,['søv'],True,nno
"Idiom:
Det sanne er oftast seinast","Idiom:
Det sanne er oftast seinast og mest umedv",og,['trudd'],False,nno
"Idiom:
Det skal ein sterk rygg til å bere gode","Idiom:
Det skal ein sterk rygg til å bere gode dagar. Det skal ein",dagar,['dagar'],True,nno
"Idiom:
Det skal gode ord til å selje dårleg","Idiom:
Det skal gode ord til å selje dårleg ver. Det skal gode",ver,['vare'],False,nno
"Idiom:
Det skal vere godt gjerde mellom gode","Idiom:
Det skal vere godt gjerde mellom gode naboar og mellom gode",naboar,['grannar'],False,nno
"Idiom:
Det som er gjort i dag, det ligg ikkje ugjort i","Idiom:
Det som er gjort i dag, det ligg ikkje ugjort i morgon.
er det som","morgon.
er",['morgon'],False,nno
"Idiom:
Det som gagnar er godt","Idiom:
Det som gagnar er godt for meg; det som",for,['nok'],False,nno
"Idiom:
Det som kjem inn med synd, går ut att med","Idiom:
Det som kjem inn med synd, går ut att med nåde.
er det","nåde.
er",['sorg'],False,nno
"Idiom:
Det står ikkje tre så fast, at det ei kan","Idiom:
Det står ikkje tre så fast, at det ei kan falla.
men det","falla.
men",['falle'],False,nno
"Idiom:
Det treet bøyer seg djupast, som ber mest","Idiom:
Det treet bøyer seg djupast, som ber mest frukt.",frukt,['frukt'],True,nno
"Idiom:
Det trivst ikkje mus i matlaust","Idiom:
Det trivst ikkje mus i matlaust hus. Det er ikkje noko",hus,['hus'],True,nno
"Idiom:
Det veks ikkje tre så høgt som til","Idiom:
Det veks ikkje tre så høgt som til himmels; det veks",himmels,['himmels'],True,nno
"Idiom:
Det vert ingen kjærleik utan","Idiom:
Det vert ingen kjærleik utan kjærleikssorg,",kjærleikssorg,['kjennskap'],False,nno
"Idiom:
Det vert ingen siger utan","Idiom:
Det vert ingen siger utan kamp, og ingen siger",kamp,['strid'],False,nno
"Idiom:
Det vert sjeldan uår i alle","Idiom:
Det vert sjeldan uår i alle land på jorda. Men",land,['land'],True,nno
"Idiom:
Det vonde kjem snart i","Idiom:
Det vonde kjem snart i hug, det gode gl",hug,['vane'],False,nno
"Idiom:
Djupe dalar har liten","Idiom:
Djupe dalar har liten veg, og høge",veg,['himmel'],False,nno
"Idiom:
Drukken talar det udrukken","Idiom:
Drukken talar det udrukken talar det udrukken",talar,['tenkjer'],False,nno
"Idiom:
Drukken trivst mellom drukne","Idiom:
Drukken trivst mellom drukne menn og drikkarar,",menn,['best'],False,nno
"Idiom:
Du bit ikkje den handa som gjev deg","Idiom:
Du bit ikkje den handa som gjev deg mat!
Du bit ikkje","mat!
Du",['mat'],False,nno
"Idiom:
Døden lyt no ei årsak","Idiom:
Døden lyt no ei årsak ha!",ha,['ha'],True,nno
"Idiom:
Døden spør ikkje stort etter","Idiom:
Døden spør ikkje stort etter kva for eit språk ein",kva,['alderen'],False,nno
"Idiom:
Ei god helse er betre enn","Idiom:
Ei god helse er betre enn rikdom. Rikdom",rikdom,['rikdom'],True,nno
"Idiom:
Ei lita gjer mykje medan ei stor snur seg","Idiom:
Ei lita gjer mykje medan ei stor snur seg bort.
som er i","bort.
som",['rundt'],False,nno
"Idiom:
Ei lita gryte kan og koke","Idiom:
Ei lita gryte kan og koke over...",over,['mat'],False,nno
"Idiom:
Ei lita hand kan gje stor","Idiom:
Ei lita hand kan gje stor trøyst og glede",trøyst,['hjelp'],False,nno
"Idiom:
Ei rik enkje slepp å sørgje","Idiom:
Ei rik enkje slepp å sørgje over mannen sin fordi ho",over,['lenge'],False,nno
"Idiom:
Ei ulukke kjem sjeldan","Idiom:
Ei ulukke kjem sjeldan åleine!",åleine,['åleine'],True,nno
"Idiom:
Ein arv er snart","Idiom:
Ein arv er snart gløymd, men",gløymd,['oppeten'],False,nno
"Idiom:
Ein ber ikkje betre børa enn mykje","Idiom:
Ein ber ikkje betre børa enn mykje ho er tung.",ho,['vett'],False,nno
"Idiom:
Ein drope er ingen","Idiom:
Ein drope er ingen drope er ingen dro",drope,['drikk'],False,nno
"Idiom:
Ein fager kveld spår ein fager","Idiom:
Ein fager kveld spår ein fager draum om morgondag",draum,['morgon'],False,nno
"Idiom:
Ein fangar fisk med agn og folk med fagre","Idiom:
Ein fangar fisk med agn og folk med fagre ord.
ein fiskar","ord.
ein",['ord'],False,nno
"Idiom:
Ein finn stundom ein venn imellom sine","Idiom:
Ein finn stundom ein venn imellom sine eigne som ein ikkje",eigne,['uvenner'],False,nno
"Idiom:
Ein får bruke det vitet ein har","Idiom:
Ein får bruke det vitet ein har!",,['fått'],False,nno
"Idiom:
Ein får bøye kvisten medan han er","Idiom:
Ein får bøye kvisten medan han er i lufta og så",i,['ung'],False,nno
"Idiom:
Ein får setje segl som vinden","Idiom:
Ein får setje segl som vinden og dra ut på havet",og,['blæs'],False,nno
"Idiom:
Ein får ta dagen som han","Idiom:
Ein får ta dagen som han kjem, og ikkje som",kjem,['kjem'],True,nno
"Idiom:
Ein god vilje er betre enn","Idiom:
Ein god vilje er betre enn gull.",gull,['gåver'],False,nno
"Idiom:
Ein kan leve vel med lite og ille med","Idiom:
Ein kan leve vel med lite og ille med mykje, men ikkje med",mykje,['mykje'],True,nno
"Idiom:
Ein kan øyde det sju kan","Idiom:
Ein kan øyde det sju kan byggje; ein kan",byggje,['sanke'],False,nno
"Idiom:
Ein kjenner sine venner best, når nauda","Idiom:
Ein kjenner sine venner best, når nauda er størst. Det er",er,['kjem'],False,nno
"Idiom:
Ein krokete stav er betre enn","Idiom:
Ein krokete stav er betre enn ein lang stav. Ein",ein,['ingen'],False,nno
