category,prompt,generated_text,predicted_token,target_token,correct_prediction
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #fin# er for #,#munter# er for #muntert# som #fin# er for #fint//#mun,fint//#mun,fint,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #tilfeldig# er for #,#munter# er for #muntert# som #tilfeldig# er for #tilfeldig#.,tilfeldig,tilfeldigvis,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #normal# er for #,#munter# er for #muntert# som #normal# er for #normalt#. #,normalt,normalt,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #sikker# er for #,#munter# er for #muntert# som #sikker# er for #sikkert#.,sikkert,sikkert,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #spesiell# er for #,#munter# er for #muntert# som #spesiell# er for #spesielt#. Og,spesielt,spesielt,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #vakker# er for #,#munter# er for #muntert# som #vakker# er for #vakkert# og,vakkert,vakkert,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #unormal# er for #,#munter# er for #muntert# som #unormal# er for #unormale#.,unormale,unormalt,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #kriminell# er for #,#munter# er for #muntert# som #kriminell# er for #kriminal# men for,kriminal,kriminelt,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #grov# er for #,#munter# er for #muntert# som #grov# er for #grovt#. Og,grovt,grovt,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #fæl# er for #,#munter# er for #muntert# som #fæl# er for #fælt.,fælt,fælt,True
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #sannsynlig# er for #,#munter# er for #muntert# som #sannsynlig# er for #sannsynlig# en,sannsynlig,sannsynligvis,False
gram1-adjektiv-til-adverb,#munter# er for #muntert# som #naturlig# er for #,#munter# er for #muntert# som #naturlig# er for #naturlig#.,naturlig,naturligvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #effektiv# er for #,#hel# er for #helt# som #effektiv# er for #hel#.,hel,effektivt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #heldig# er for #,#hel# er for #helt# som #heldig# er for #heldig# som ikke,heldig,heldigvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #fri# er for #,#hel# er for #helt# som #fri# er for #helt#. Det,helt,fritt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #umiddelbar# er for #,"#hel# er for #helt# som #umiddelbar# er for #umiddelbar#,",umiddelbar,umiddelbart,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #sjelden# er for #,#hel# er for #helt# som #sjelden# er for #helt# og #,helt,sjeldent,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #åpenbar# er for #,#hel# er for #helt# som #åpenbar# er for #åpnebar# som,åpnebar,åpenbart,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #mulig# er for #,#hel# er for #helt# som #mulig# er for #helt# som vi,helt,muligens,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #presis# er for #,#hel# er for #helt# som #presis# er for #hel# som alltid er,hel,presist,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #profesjonell# er for #,#hel# er for #helt# som #profesjonell# er for #helt# profesjonell.,helt,profesjonelt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #rask# er for #,"#hel# er for #helt# som #rask# er for #rask#.
som gir","rask#.
som",raskt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #trygg# er for #,#hel# er for #helt# som #trygg# er for #trygg# som er,trygg,trygt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #langsom# er for #,#hel# er for #helt# som #langsom# er for #langsom# og #,langsom,langsomt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #kjapp# er for #,"#hel# er for #helt# som #kjapp# er for #kjapp#, men",kjapp,kjapt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #uheldig# er for #,#hel# er for #helt# som #uheldig# er for #helt# som #,helt,uheldigvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #vanlig# er for #,#hel# er for #helt# som #vanlig# er for #vinter# og ikke,vinter,vanligvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #nødvendig# er for #,#hel# er for #helt# som #nødvendig# er for #hen# som #hel,hen,nødvendigvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #aktiv# er for #,#hel# er for #helt# som #aktiv# er for #aktiv#. Det betyr,aktiv,aktivt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #bitter# er for #,#hel# er for #helt# som #bitter# er for #bitter#. #,bitter,bittert,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #fin# er for #,#hel# er for #helt# som #fin# er for #fin#. Han hadde,fin,fint,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #tilfeldig# er for #,#hel# er for #helt# som #tilfeldig# er for #helt# som er,helt,tilfeldigvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #normal# er for #,#hel# er for #helt# som #normal# er for #normal#.,normal,normalt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #sikker# er for #,#hel# er for #helt# som #sikker# er for #sikker# som #ikke,sikker,sikkert,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #spesiell# er for #,#hel# er for #helt# som #spesiell# er for #spesielle ##alle@,spesielle,spesielt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #vakker# er for #,"#hel# er for #helt# som #vakker# er for #vakker.
PRØ","vakker.
PRØ",vakkert,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #unormal# er for #,#hel# er for #helt# som #unormal# er for #normalen#. For,normalen,unormalt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #kriminell# er for #,"#hel# er for #helt# som #kriminell# er for #helt#, som",helt,kriminelt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #grov# er for #,#hel# er for #helt# som #grov# er for #grov#som #,grov#som,grovt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #fæl# er for #,#hel# er for #helt# som #fæl# er for #felt# i #kamp,felt,fælt,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #sannsynlig# er for #,#hel# er for #helt# som #sannsynlig# er for #helt# og du,helt,sannsynligvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #naturlig# er for #,"#hel# er for #helt# som #naturlig# er for #heldig#, og",heldig,naturligvis,False
gram1-adjektiv-til-adverb,#hel# er for #helt# som #munter# er for #,#hel# er for #helt# som #munter# er for #mørk# i #,mørk,muntert,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #heldig# er for #,#effektiv# er for #effektivt# som #heldig# er for #heldig#.,heldig,heldigvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #fri# er for #,#effektiv# er for #effektivt# som #fri# er for #fritt#.,fritt,fritt,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #umiddelbar# er for #,#effektiv# er for #effektivt# som #umiddelbar# er for #umiddelbart#!,umiddelbart,umiddelbart,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #sjelden# er for #,#effektiv# er for #effektivt# som #sjelden# er for #sjelden# det,sjelden,sjeldent,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #åpenbar# er for #,#effektiv# er for #effektivt# som #åpenbar# er for #åpenbar. Du ser,åpenbar,åpenbart,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #mulig# er for #,#effektiv# er for #effektivt# som #mulig# er for #effektivt#. Og,effektivt,muligens,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #presis# er for #,#effektiv# er for #effektivt# som #presis# er for #preis# som #,preis,presist,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #profesjonell# er for #,#effektiv# er for #effektivt# som #profesjonell# er for #profesjonelt. Men for,profesjonelt,profesjonelt,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #rask# er for #,#effektiv# er for #effektivt# som #rask# er for #raskt. Et #effekt,raskt,raskt,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #trygg# er for #,"#effektiv# er for #effektivt# som #trygg# er for #tryggt#.
F","tryggt#.
F",trygt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #langsom# er for #,#effektiv# er for #effektivt# som #langsom# er for #langsomt# som #,langsomt,langsomt,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #kjapp# er for #,#effektiv# er for #effektivt# som #kjapp# er for #kjøpe#. K,kjøpe,kjapt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #uheldig# er for #,#effektiv# er for #effektivt# som #uheldig# er for #ufordelaktig#,ufordelaktig,uheldigvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #vanlig# er for #,#effektiv# er for #effektivt# som #vanlig# er for #effektiv# av #,effektiv,vanligvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #nødvendig# er for #,#effektiv# er for #effektivt# som #nødvendig# er for #forsinka #med,forsinka,nødvendigvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #aktiv# er for #,#effektiv# er for #effektivt# som #aktiv# er for #aktiv# som ikke er,aktiv,aktivt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #bitter# er for #,"#effektiv# er for #effektivt# som #bitter# er for #gammelt#.
«","gammelt#.
«",bittert,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #fin# er for #,#effektiv# er for #effektivt# som #fin# er for #fint#. #,fint,fint,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #tilfeldig# er for #,#effektiv# er for #effektivt# som #tilfeldig# er for #tilfeldig# .,tilfeldig,tilfeldigvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #normal# er for #,#effektiv# er for #effektivt# som #normal# er for #normal#!,normal,normalt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #sikker# er for #,"#effektiv# er for #effektivt# som #sikker# er for #sikkert#.
på","sikkert#.
på",sikkert,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #spesiell# er for #,#effektiv# er for #effektivt# som #spesiell# er for #spesiell# og #,spesiell,spesielt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #vakker# er for #,#effektiv# er for #effektivt# som #vakker# er for #vakkert# og,vakkert,vakkert,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #unormal# er for #,#effektiv# er for #effektivt# som #unormal# er for #unormalt#.,unormalt,unormalt,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #kriminell# er for #,#effektiv# er for #effektivt# som #kriminell# er for #kriminelt#!,kriminelt,kriminelt,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #grov# er for #,#effektiv# er for #effektivt# som #grov# er for #grove#. Og,grove,grovt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #fæl# er for #,#effektiv# er for #effektivt# som #fæl# er for #fæl#.,fæl,fælt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #sannsynlig# er for #,#effektiv# er for #effektivt# som #sannsynlig# er for #sannsynlig# som,sannsynlig,sannsynligvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #naturlig# er for #,#effektiv# er for #effektivt# som #naturlig# er for #naturlig. Det er,naturlig,naturligvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #munter# er for #,#effektiv# er for #effektivt# som #munter# er for #mun tert. En dame,mun,muntert,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #hel# er for #,"#effektiv# er for #effektivt# som #hel# er for #helt# effektiv,",helt,helt,True
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #fri# er for #,#heldig# er for #heldigvis# som #fri# er for #heldig som fikk sove,heldig,fritt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #umiddelbar# er for #,#heldig# er for #heldigvis# som #umiddelbar# er for #heldig# som #,heldig,umiddelbart,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #sjelden# er for #,#heldig# er for #heldigvis# som #sjelden# er for #sjelden# som,sjelden,sjeldent,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #åpenbar# er for #,#heldig# er for #heldigvis# som #åpenbar# er for #heldig# og #,heldig,åpenbart,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #mulig# er for #,#heldig# er for #heldigvis# som #mulig# er for #heldig# som har,heldig,muligens,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #presis# er for #,#heldig# er for #heldigvis# som #presis# er for #heldige# som #,heldige,presist,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #profesjonell# er for #,#heldig# er for #heldigvis# som #profesjonell# er for #heldigvis# som #,heldigvis,profesjonelt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #rask# er for #,#heldig# er for #heldigvis# som #rask# er for #rask# som #ikke,rask,raskt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #trygg# er for #,#heldig# er for #heldigvis# som #trygg# er for #heldig# som #,heldig,trygt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #langsom# er for #,#heldig# er for #heldigvis# som #langsom# er for #fort# #heldig,fort,langsomt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #kjapp# er for #,#heldig# er for #heldigvis# som #kjapp# er for #snar# #h,snar,kjapt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #uheldig# er for #,#heldig# er for #heldigvis# som #uheldig# er for #uheldig# .,uheldig,uheldigvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #vanlig# er for #,#heldig# er for #heldigvis# som #vanlig# er for #heldig!,heldig,vanligvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #nødvendig# er for #,#heldig# er for #heldigvis# som #nødvendig# er for #heldig å være;,heldig,nødvendigvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #aktiv# er for #,#heldig# er for #heldigvis# som #aktiv# er for #heldig# som #,heldig,aktivt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #bitter# er for #,#heldig# er for #heldigvis# som #bitter# er for #bitter# som #,bitter,bittert,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #fin# er for #,#heldig# er for #heldigvis# som #fin# er for #gøyalt# som,gøyalt,fint,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #tilfeldig# er for #,#heldig# er for #heldigvis# som #tilfeldig# er for #heldigvis som #til,heldigvis,tilfeldigvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #normal# er for #,#heldig# er for #heldigvis# som #normal# er for #vanlig# som er for,vanlig,normalt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #sikker# er for #,#heldig# er for #heldigvis# som #sikker# er for #heldig som får være,heldig,sikkert,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #spesiell# er for #,#heldig# er for #heldigvis# som #spesiell# er for #vanlig# mennesker med både,vanlig,spesielt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #vakker# er for #,#heldig# er for #heldigvis# som #vakker# er for #heldig# som #,heldig,vakkert,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #unormal# er for #,#heldig# er for #heldigvis# som #unormal# er for #deilige barn#,deilige,unormalt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #kriminell# er for #,#heldig# er for #heldigvis# som #kriminell# er for #heldig# som har,heldig,kriminelt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #grov# er for #,#heldig# er for #heldigvis# som #grov# er for #heldig# som #,heldig,grovt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #fæl# er for #,#heldig# er for #heldigvis# som #fæl# er for #fæl# som #fæ,fæl,fælt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #sannsynlig# er for #,#heldig# er for #heldigvis# som #sannsynlig# er for #vellykket#som,vellykket#som,sannsynligvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #naturlig# er for #,#heldig# er for #heldigvis# som #naturlig# er for #hverdag som #god,hverdag,naturligvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #munter# er for #,#heldig# er for #heldigvis# som #munter# er for #hygge# som er,hygge,muntert,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #hel# er for #,#heldig# er for #heldigvis# som #hel# er for #heldigvis# som ble,heldigvis,helt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #effektiv# er for #,#heldig# er for #heldigvis# som #effektiv# er for #kjapp#. Det,kjapp,effektivt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #umiddelbar# er for #,#fri# er for #fritt# som #umiddelbar# er for #umiddelbar#.,umiddelbar,umiddelbart,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #sjelden# er for #,#fri# er for #fritt# som #sjelden# er for #stort# som gjerne,stort,sjeldent,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #åpenbar# er for #,#fri# er for #fritt# som #åpenbar# er for #nært#. Men,nært,åpenbart,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #mulig# er for #,#fri# er for #fritt# som #mulig# er for #fritt# som #fritt,fritt,muligens,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #presis# er for #,"#fri# er for #fritt# som #presis# er for #presis#.
",presis,presist,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #profesjonell# er for #,#fri# er for #fritt# som #profesjonell# er for #proff#. F,proff,profesjonelt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #rask# er for #,#fri# er for #fritt# som #rask# er for #rask#. Det er,rask,raskt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #trygg# er for #,#fri# er for #fritt# som #trygg# er for #trygg# og for,trygg,trygt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #langsom# er for #,#fri# er for #fritt# som #langsom# er for #langsomt#.,langsomt,langsomt,True
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #kjapp# er for #,#fri# er for #fritt# som #kjapp# er for #kjapp#. Og,kjapp,kjapt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #uheldig# er for #,#fri# er for #fritt# som #uheldig# er for #undersveis#.,undersveis,uheldigvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #vanlig# er for #,#fri# er for #fritt# som #vanlig# er for #vanlig#. Du bestemmer,vanlig,vanligvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #nødvendig# er for #,#fri# er for #fritt# som #nødvendig# er for #demokrati#.,demokrati,nødvendigvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #aktiv# er for #,#fri# er for #fritt# som #aktiv# er for #aktiv# som #b,aktiv,aktivt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #bitter# er for #,#fri# er for #fritt# som #bitter# er for #giftig#. Når,giftig,bittert,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #fin# er for #,"#fri# er for #fritt# som #fin# er for #fint#.
\","fint#.
",fint,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #tilfeldig# er for #,#fri# er for #fritt# som #tilfeldig# er for #transparente/,transparente,tilfeldigvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #normal# er for #,#fri# er for #fritt# som #normal# er for #normal# og #,normal,normalt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #sikker# er for #,#fri# er for #fritt# som #sikker# er for #sik*,sik,sikkert,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #spesiell# er for #,#fri# er for #fritt# som #spesiell# er for #spesi#l er,spesi#l,spesielt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #vakker# er for #,#fri# er for #fritt# som #vakker# er for #vakre#. #,vakre,vakkert,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #unormal# er for #,#fri# er for #fritt# som #unormal# er for #unormalt#.,unormalt,unormalt,True
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #kriminell# er for #,#fri# er for #fritt# som #kriminell# er for #fri#.,fri,kriminelt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #grov# er for #,"#fri# er for #fritt# som #grov# er for #tung#, så",tung,grovt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #fæl# er for #,#fri# er for #fritt# som #fæl# er for #fæl#.,fæl,fælt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #sannsynlig# er for #,#fri# er for #fritt# som #sannsynlig# er for #sannsynlig#.,sannsynlig,sannsynligvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #naturlig# er for #,#fri# er for #fritt# som #naturlig# er for #meg.,meg,naturligvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #munter# er for #,#fri# er for #fritt# som #munter# er for #munter# som #,munter,muntert,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #hel# er for #,#fri# er for #fritt# som #hel# er for #fri#. Som #,fri,helt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #effektiv# er for #,#fri# er for #fritt# som #effektiv# er for #effektivt.#eg,effektivt.#eg,effektivt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #heldig# er for #,#fri# er for #fritt# som #heldig# er for #gleder#som #,gleder#som,heldigvis,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #sjelden# er for #,"#umiddelbar# er for #umiddelbart# som #sjelden# er for #sjeldent#.
",sjeldent,sjeldent,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #åpenbar# er for #,#umiddelbar# er for #umiddelbart# som #åpenbar# er for #åpenbart# .,åpenbart,åpenbart,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #mulig# er for #,#umiddelbar# er for #umiddelbart# som #mulig# er for #umulig#.,umulig,muligens,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #presis# er for #,#umiddelbar# er for #umiddelbart# som #presis# er for #presist# som,presist,presist,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #profesjonell# er for #,"#umiddelbar# er for #umiddelbart# som #profesjonell# er for #profe sjonell, seiv",profe,profesjonelt,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #rask# er for #,#umiddelbar# er for #umiddelbart# som #rask# er for #raskt#. Det,raskt,raskt,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #trygg# er for #,#umiddelbar# er for #umiddelbart# som #trygg# er for #tryggt#.,tryggt,trygt,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #langsom# er for #,#umiddelbar# er for #umiddelbart# som #langsom# er for #langsomt.,langsomt,langsomt,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #kjapp# er for #,#umiddelbar# er for #umiddelbart# som #kjapp# er for #kjapt#. #,kjapt,kjapt,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #uheldig# er for #,#umiddelbar# er for #umiddelbart# som #uheldig# er for #uheldig# som #,uheldig,uheldigvis,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #vanlig# er for #,"#umiddelbar# er for #umiddelbart# som #vanlig# er for #vanlig#.
SKUT","vanlig#.
SKUT",vanligvis,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #nødvendig# er for #,#umiddelbar# er for #umiddelbart# som #nødvendig# er for #nødvendig#.,nødvendig,nødvendigvis,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #aktiv# er for #,#umiddelbar# er for #umiddelbart# som #aktiv# er for #aktiv# som #opp,aktiv,aktivt,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #bitter# er for #,#umiddelbar# er for #umiddelbart# som #bitter# er for #bittert#.,bittert,bittert,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #fin# er for #,#umiddelbar# er for #umiddelbart# som #fin# er for #fint#. -,fint,fint,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #tilfeldig# er for #,"#umiddelbar# er for #umiddelbart# som #tilfeldig# er for #tilfeldig#.
",tilfeldig,tilfeldigvis,False
