category,prompt,generated_text,predicted_token,target_token,correct_prediction
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #sikker# er for #,"#effektiv# er for #effektivt# som #sikker# er for #sikkert#.
på","sikkert#.
på",sikkert,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #spesiell# er for #,#effektiv# er for #effektivt# som #spesiell# er for #spesiell# og som,spesiell,spesielt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #vakker# er for #,#effektiv# er for #effektivt# som #vakker# er for #vakkert# og,vakkert,vakkert,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #unormal# er for #,#effektiv# er for #effektivt# som #unormal# er for #unormalt# for,unormalt,unormalt,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #kriminell# er for #,#effektiv# er for #effektivt# som #kriminell# er for #kriminelt#!,kriminelt,kriminelt,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #grov# er for #,#effektiv# er for #effektivt# som #grov# er for #grove#. Og,grove,grovt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #fæl# er for #,#effektiv# er for #effektivt# som #fæl# er for #fæl# som i #,fæl,fælt,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #sannsynlig# er for #,#effektiv# er for #effektivt# som #sannsynlig# er for #sanne# lig.,sanne,sannsynligvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #naturlig# er for #,#effektiv# er for #effektivt# som #naturlig# er for #naturlig. Det er,naturlig,naturligvis,False
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #munter# er for #,#effektiv# er for #effektivt# som #munter# er for #muntert# og #,muntert,muntert,True
gram1-adjektiv-til-adverb,#effektiv# er for #effektivt# som #hel# er for #,#effektiv# er for #effektivt# som #hel# er for #effektiv# til å,effektiv,helt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #fri# er for #,#heldig# er for #heldigvis# som #fri# er for #heldig som er heldig,heldig,fritt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #umiddelbar# er for #,"#heldig# er for #heldigvis# som #umiddelbar# er for #heldig#, er",heldig,umiddelbart,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #sjelden# er for #,#heldig# er for #heldigvis# som #sjelden# er for #heldig# for #,heldig,sjeldent,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #åpenbar# er for #,#heldig# er for #heldigvis# som #åpenbar# er for #heldig# at #,heldig,åpenbart,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #mulig# er for #,#heldig# er for #heldigvis# som #mulig# er for #heldig# som har,heldig,muligens,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #presis# er for #,#heldig# er for #heldigvis# som #presis# er for #hun ikke #g,hun,presist,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #profesjonell# er for #,#heldig# er for #heldigvis# som #profesjonell# er for #hvorfor? #for,hvorfor,profesjonelt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #rask# er for #,#heldig# er for #heldigvis# som #rask# er for #raskere# og #,raskere,raskt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #trygg# er for #,"#heldig# er for #heldigvis# som #trygg# er for #klem#!
«","klem#!
«",trygt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #langsom# er for #,#heldig# er for #heldigvis# som #langsom# er for #fort# fordi #h,fort,langsomt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #kjapp# er for #,#heldig# er for #heldigvis# som #kjapp# er for #kjapp# som.,kjapp,kjapt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #uheldig# er for #,"#heldig# er for #heldigvis# som #uheldig# er for #uheldig#, er",uheldig,uheldigvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #vanlig# er for #,#heldig# er for #heldigvis# som #vanlig# er for #heldigst # av,heldigst,vanligvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #nødvendig# er for #,"#heldig# er for #heldigvis# som #nødvendig# er for #helvete.
Skjø","helvete.
Skjø",nødvendigvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #aktiv# er for #,#heldig# er for #heldigvis# som #aktiv# er for #hyggelig# som #,hyggelig,aktivt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #bitter# er for #,#heldig# er for #heldigvis# som #bitter# er for #bitterskuffet,bitterskuffet,bittert,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #fin# er for #,#heldig# er for #heldigvis# som #fin# er for #full og for #g,full,fint,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #tilfeldig# er for #,#heldig# er for #heldigvis# som #tilfeldig# er for #heldigvis# som har,heldigvis,tilfeldigvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #normal# er for #,#heldig# er for #heldigvis# som #normal# er for #vanlig# og ikke for,vanlig,normalt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #sikker# er for #,#heldig# er for #heldigvis# som #sikker# er for #heldig som får være,heldig,sikkert,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #spesiell# er for #,#heldig# er for #heldigvis# som #spesiell# er for #vanlig# mennesker med #,vanlig,spesielt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #vakker# er for #,#heldig# er for #heldigvis# som #vakker# er for #hadde ikke #v,hadde,vakkert,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #unormal# er for #,#heldig# er for #heldigvis# som #unormal# er for #uvanlig# som #,uvanlig,unormalt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #kriminell# er for #,#heldig# er for #heldigvis# som #kriminell# er for #beromt# blir det,beromt,kriminelt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #grov# er for #,#heldig# er for #heldigvis# som #grov# er for #grønne# som #,grønne,grovt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #fæl# er for #,#heldig# er for #heldigvis# som #fæl# er for #fryktelig# som,fryktelig,fælt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #sannsynlig# er for #,#heldig# er for #heldigvis# som #sannsynlig# er for #sannsynlig# ikke,sannsynlig,sannsynligvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #naturlig# er for #,#heldig# er for #heldigvis# som #naturlig# er for #hverdag som #tar,hverdag,naturligvis,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #munter# er for #,#heldig# er for #heldigvis# som #munter# er for #hygge# og for,hygge,muntert,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #hel# er for #,#heldig# er for #heldigvis# som #hel# er for #hva #vi får,hva,helt,False
gram1-adjektiv-til-adverb,#heldig# er for #heldigvis# som #effektiv# er for #,#heldig# er for #heldigvis# som #effektiv# er for #effektiv# jeg er,effektiv,effektivt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #umiddelbar# er for #,#fri# er for #fritt# som #umiddelbar# er for #umiddelbar# og,umiddelbar,umiddelbart,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #sjelden# er for #,#fri# er for #fritt# som #sjelden# er for #stund som #all,stund,sjeldent,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #åpenbar# er for #,#fri# er for #fritt# som #åpenbar# er for #åpen# het for,åpen,åpenbart,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #mulig# er for #,#fri# er for #fritt# som #mulig# er for #fritt# og #fritt,fritt,muligens,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #presis# er for #,"#fri# er for #fritt# som #presis# er for #presis!
(","presis!
",presist,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #profesjonell# er for #,#fri# er for #fritt# som #profesjonell# er for #proff# jeg har,proff,profesjonelt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #rask# er for #,#fri# er for #fritt# som #rask# er for #rask #. Det er,rask,raskt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #trygg# er for #,#fri# er for #fritt# som #trygg# er for #trygg # når #,trygg,trygt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #langsom# er for #,"#fri# er for #fritt# som #langsom# er for #langsomt#, som",langsomt,langsomt,True
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #kjapp# er for #,#fri# er for #fritt# som #kjapp# er for #kjapp# med #,kjapp,kjapt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #uheldig# er for #,#fri# er for #fritt# som #uheldig# er for #uhellg # det,uhellg,uheldigvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #vanlig# er for #,#fri# er for #fritt# som #vanlig# er for # vanlig# — med andre,vanlig,vanligvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #nødvendig# er for #,#fri# er for #fritt# som #nødvendig# er for #nødvendig# med,nødvendig,nødvendigvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #aktiv# er for #,#fri# er for #fritt# som #aktiv# er for #aktiv# som er for,aktiv,aktivt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #bitter# er for #,#fri# er for #fritt# som #bitter# er for #giftig//hva,giftig//hva,bittert,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #fin# er for #,#fri# er for #fritt# som #fin# er for #fint# for #,fint,fint,True
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #tilfeldig# er for #,#fri# er for #fritt# som #tilfeldig# er for #truet# som,truet,tilfeldigvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #normal# er for #,#fri# er for #fritt# som #normal# er for #normal# ogjeg,normal,normalt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #sikker# er for #,#fri# er for #fritt# som #sikker# er for #sik•? r,sik•,sikkert,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #spesiell# er for #,#fri# er for #fritt# som #spesiell# er for #spesi# a!,spesi,spesielt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #vakker# er for #,#fri# er for #fritt# som #vakker# er for #vakker#. #,vakker,vakkert,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #unormal# er for #,#fri# er for #fritt# som #unormal# er for #unormal#. På,unormal,unormalt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #kriminell# er for #,#fri# er for #fritt# som #kriminell# er for #kriminell# med,kriminell,kriminelt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #grov# er for #,"#fri# er for #fritt# som #grov# er for #grovere#,#",grovere,grovt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #fæl# er for #,#fri# er for #fritt# som #fæl# er for #fæl# som #fæl,fæl,fælt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #sannsynlig# er for #,#fri# er for #fritt# som #sannsynlig# er for #sannsynlig# sann,sannsynlig,sannsynligvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #naturlig# er for #,#fri# er for #fritt# som #naturlig# er for #meg. Ikke noe #,meg,naturligvis,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #munter# er for #,#fri# er for #fritt# som #munter# er for #munter # som #,munter,muntert,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #hel# er for #,#fri# er for #fritt# som #hel# er for #fri#. Som #,fri,helt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #effektiv# er for #,#fri# er for #fritt# som #effektiv# er for #effektiv# og #,effektiv,effektivt,False
gram1-adjektiv-til-adverb,#fri# er for #fritt# som #heldig# er for #,#fri# er for #fritt# som #heldig# er for #heldig #som #,heldig,heldigvis,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #sjelden# er for #,"#umiddelbar# er for #umiddelbart# som #sjelden# er for #sjeldent#.
",sjeldent,sjeldent,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #åpenbar# er for #,#umiddelbar# er for #umiddelbart# som #åpenbar# er for #åpenbart# som,åpenbart,åpenbart,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #mulig# er for #,#umiddelbar# er for #umiddelbart# som #mulig# er for #mulig. Du bare,mulig,muligens,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #presis# er for #,#umiddelbar# er for #umiddelbart# som #presis# er for #presiøst?,presiøst,presist,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #profesjonell# er for #,#umiddelbar# er for #umiddelbart# som #profesjonell# er for # profesjonelt# | |,profesjonelt,profesjonelt,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #rask# er for #,#umiddelbar# er for #umiddelbart# som #rask# er for #raskt som man har,raskt,raskt,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #trygg# er for #,#umiddelbar# er for #umiddelbart# som #trygg# er for #tryggtj #,tryggtj,trygt,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #langsom# er for #,"#umiddelbar# er for #umiddelbart# som #langsom# er for #langsom#, og",langsom,langsomt,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #kjapp# er for #,"#umiddelbar# er for #umiddelbart# som #kjapp# er for #kjapt.
Og det er","kjapt.
Og",kjapt,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #uheldig# er for #,#umiddelbar# er for #umiddelbart# som #uheldig# er for #uheldig# som #,uheldig,uheldigvis,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #vanlig# er for #,#umiddelbar# er for #umiddelbart# som #vanlig# er for #vanlig # for # vanlig,vanlig,vanligvis,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #nødvendig# er for #,#umiddelbar# er for #umiddelbart# som #nødvendig# er for #nø# dig#,nø,nødvendigvis,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #aktiv# er for #,#umiddelbar# er for #umiddelbart# som #aktiv# er for #aktiv# — som er,aktiv,aktivt,False
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #bitter# er for #,#umiddelbar# er for #umiddelbart# som #bitter# er for #bittert#.,bittert,bittert,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #fin# er for #,#umiddelbar# er for #umiddelbart# som #fin# er for #fint og #s,fint,fint,True
gram1-adjektiv-til-adverb,#umiddelbar# er for #umiddelbart# som #tilfeldig# er for #,#umiddelbar# er for #umiddelbart# som #tilfeldig# er for #tilfeldig# at,tilfeldig,tilfeldigvis,False
