model,score,value,language
mimir-7b-books,self_bleu,0.4979612012378447,both
mimir-7b-books,compression_ratio,4.044020491803279,both
mimir-7b-books,pos_compression_ratio,5.78997131147541,both
mimir-7b-books,3_gram_diversity_score,0.9610532786885246,both
mimir-7b-books,4_gram_diversity_score,1.364545081967213,both
mimir-7b-books,str_len,866.0901639344262,both
mimir-7b-books,simple_ttr,0.03648675494029704,nno
mimir-7b-books,moving_average_ttr,0.3735824820109008,nno
mimir-7b-books,number_of_tokens,188.42268041237114,nno
mimir-7b-books,stopword_density,0.6689748759337918,nno
mimir-7b-books,self_bleu,0.4333672586028473,nno
mimir-7b-books,compression_ratio,3.854680412371134,nno
mimir-7b-books,pos_compression_ratio,5.604298969072165,nno
mimir-7b-books,3_gram_diversity_score,1.0196907216494846,nno
mimir-7b-books,4_gram_diversity_score,1.4458247422680408,nno
mimir-7b-books,str_len,824.9381443298969,nno
mimir-7b-books,simple_ttr,0.032954589293601504,nob
mimir-7b-books,moving_average_ttr,0.36238516485691813,nob
mimir-7b-books,number_of_tokens,191.34013605442178,nob
mimir-7b-books,stopword_density,0.6591025487266885,nob
mimir-7b-books,self_bleu,0.5405844150854281,nob
mimir-7b-books,compression_ratio,4.168959183673469,nob
mimir-7b-books,pos_compression_ratio,5.912489795918368,nob
mimir-7b-books,3_gram_diversity_score,0.922360544217687,nob
mimir-7b-books,4_gram_diversity_score,1.3109115646258505,nob
mimir-7b-books,str_len,893.2448979591836,nob
mimir-7b-books,lix_score,29.082393902636543,both
mimir-7b-books,lix_score,25.430617912514652,nno
mimir-7b-books,lix_score,31.49206921584622,nob
mimir-7b-newspapers,simple_ttr,0.03849775357857711,both
mimir-7b-newspapers,moving_average_ttr,0.3736412256141478,both
mimir-7b-newspapers,number_of_tokens,187.47131147540983,both
mimir-7b-newspapers,stopword_density,0.6516019862980946,both
mimir-7b-newspapers,self_bleu,0.5038970752517539,both
mimir-7b-newspapers,compression_ratio,3.4855204918032787,both
mimir-7b-newspapers,pos_compression_ratio,5.206217213114754,both
mimir-7b-newspapers,3_gram_diversity_score,1.1973360655737704,both
mimir-7b-newspapers,4_gram_diversity_score,1.6849631147540982,both
mimir-7b-newspapers,str_len,842.6352459016393,both
mimir-7b-newspapers,simple_ttr,0.04031023932715487,nno
mimir-7b-newspapers,moving_average_ttr,0.3779816896188438,nno
mimir-7b-newspapers,number_of_tokens,182.4536082474227,nno
mimir-7b-newspapers,stopword_density,0.6504501062339987,nno
mimir-7b-newspapers,self_bleu,0.4400057115561696,nno
mimir-7b-newspapers,compression_ratio,3.4279793814432993,nno
mimir-7b-newspapers,pos_compression_ratio,5.009742268041237,nno
mimir-7b-newspapers,3_gram_diversity_score,1.2272474226804122,nno
mimir-7b-newspapers,4_gram_diversity_score,1.7248969072164946,nno
mimir-7b-newspapers,str_len,813.4845360824743,nno
mimir-7b-newspapers,simple_ttr,0.037301759581216266,nob
mimir-7b-newspapers,moving_average_ttr,0.3707771099103688,nob
mimir-7b-newspapers,number_of_tokens,190.78231292517006,nob
mimir-7b-newspapers,stopword_density,0.6523620704220221,nob
mimir-7b-newspapers,self_bleu,0.5460566825882959,nob
mimir-7b-newspapers,compression_ratio,3.5234897959183673,nob
mimir-7b-newspapers,pos_compression_ratio,5.3358639455782315,nob
mimir-7b-newspapers,3_gram_diversity_score,1.1775986394557822,nob
mimir-7b-newspapers,4_gram_diversity_score,1.658612244897959,nob
mimir-7b-newspapers,str_len,861.8707482993198,nob
mimir-7b-newspapers,lix_score,29.487137053616284,both
mimir-7b-newspapers,lix_score,27.893976563014935,nno
mimir-7b-newspapers,lix_score,30.538406220883846,nob
ltg-llama-1.5b-mimirbase,simple_ttr,0.03439458488798178,both
ltg-llama-1.5b-mimirbase,moving_average_ttr,0.3661002938951266,both
ltg-llama-1.5b-mimirbase,number_of_tokens,193.58196721311475,both
ltg-llama-1.5b-mimirbase,stopword_density,0.6801478246524496,both
ltg-llama-1.5b-mimirbase,self_bleu,0.51991805649125,both
ltg-llama-1.5b-mimirbase,compression_ratio,4.365155737704917,both
ltg-llama-1.5b-mimirbase,pos_compression_ratio,6.143008196721312,both
ltg-llama-1.5b-mimirbase,3_gram_diversity_score,0.7986475409836066,both
ltg-llama-1.5b-mimirbase,4_gram_diversity_score,1.1226721311475407,both
ltg-llama-1.5b-mimirbase,str_len,869.889344262295,both
ltg-llama-1.5b-mimirbase,simple_ttr,0.035162717014681565,nno
ltg-llama-1.5b-mimirbase,moving_average_ttr,0.3633827099861449,nno
ltg-llama-1.5b-mimirbase,number_of_tokens,189.7319587628866,nno
ltg-llama-1.5b-mimirbase,stopword_density,0.6871724499917838,nno
ltg-llama-1.5b-mimirbase,self_bleu,0.46645249577774517,nno
ltg-llama-1.5b-mimirbase,compression_ratio,4.3194948453608255,nno
ltg-llama-1.5b-mimirbase,pos_compression_ratio,5.989670103092783,nno
ltg-llama-1.5b-mimirbase,3_gram_diversity_score,0.796659793814433,nno
ltg-llama-1.5b-mimirbase,4_gram_diversity_score,1.121917525773196,nno
ltg-llama-1.5b-mimirbase,str_len,833.1134020618557,nno
ltg-llama-1.5b-mimirbase,simple_ttr,0.03388772219213225,nob
ltg-llama-1.5b-mimirbase,moving_average_ttr,0.3678935295357471,nob
ltg-llama-1.5b-mimirbase,number_of_tokens,196.12244897959184,nob
ltg-llama-1.5b-mimirbase,stopword_density,0.6755125276598278,nob
ltg-llama-1.5b-mimirbase,self_bleu,0.5551980523362157,nob
ltg-llama-1.5b-mimirbase,compression_ratio,4.3952857142857145,nob
ltg-llama-1.5b-mimirbase,pos_compression_ratio,6.244190476190476,nob
ltg-llama-1.5b-mimirbase,3_gram_diversity_score,0.7999591836734693,nob
ltg-llama-1.5b-mimirbase,4_gram_diversity_score,1.123170068027211,nob
ltg-llama-1.5b-mimirbase,str_len,894.156462585034,nob
ltg-llama-1.5b-mimirbase,lix_score,28.857960510094834,both
ltg-llama-1.5b-mimirbase,lix_score,26.89772649181098,nno
ltg-llama-1.5b-mimirbase,lix_score,30.151448263656285,nob
mimir-7b-translated,simple_ttr,0.036345373844801215,both
mimir-7b-translated,moving_average_ttr,0.368248871452337,both
mimir-7b-translated,number_of_tokens,190.60655737704917,both
mimir-7b-translated,stopword_density,0.6503678265115634,both
mimir-7b-translated,self_bleu,0.49080999393236235,both
mimir-7b-translated,compression_ratio,3.594438524590164,both
mimir-7b-translated,pos_compression_ratio,5.46289344262295,both
mimir-7b-translated,3_gram_diversity_score,1.1794221311475408,both
mimir-7b-translated,4_gram_diversity_score,1.6735614754098358,both
mimir-7b-translated,str_len,842.1680327868852,both
mimir-7b-translated,simple_ttr,0.03787098326864456,nno
mimir-7b-translated,moving_average_ttr,0.36714174822097057,nno
mimir-7b-translated,number_of_tokens,186.53608247422682,nno
mimir-7b-translated,stopword_density,0.6510621238253225,nno
mimir-7b-translated,self_bleu,0.4328415523470195,nno
mimir-7b-translated,compression_ratio,3.4214123711340205,nno
mimir-7b-translated,pos_compression_ratio,5.146340206185568,nno
mimir-7b-translated,3_gram_diversity_score,1.2685876288659794,nno
mimir-7b-translated,4_gram_diversity_score,1.7944329896907214,nno
mimir-7b-translated,str_len,811.2061855670103,nno
mimir-7b-translated,simple_ttr,0.03533867919097261,nob
mimir-7b-translated,moving_average_ttr,0.3689794221560278,nob
mimir-7b-translated,number_of_tokens,193.2925170068027,nob
mimir-7b-translated,stopword_density,0.6499096847467019,nob
mimir-7b-translated,self_bleu,0.5290612785158877,nob
mimir-7b-translated,compression_ratio,3.708612244897959,nob
mimir-7b-translated,pos_compression_ratio,5.671775510204082,nob
mimir-7b-translated,3_gram_diversity_score,1.1205850340136054,nob
mimir-7b-translated,4_gram_diversity_score,1.5938027210884353,nob
mimir-7b-translated,str_len,862.5986394557823,nob
mimir-7b-translated,lix_score,26.78192213411867,both
mimir-7b-translated,lix_score,25.990386912062664,nno
mimir-7b-translated,lix_score,27.30422768880868,nob
mimir-mistral-7b-extended,simple_ttr,0.03978389729848493,both
mimir-mistral-7b-extended,moving_average_ttr,0.3766459988249436,both
mimir-mistral-7b-extended,number_of_tokens,185.13114754098362,both
mimir-mistral-7b-extended,stopword_density,0.6218526781309834,both
mimir-mistral-7b-extended,self_bleu,0.4797759384256178,both
mimir-mistral-7b-extended,compression_ratio,3.2012008196721315,both
mimir-mistral-7b-extended,pos_compression_ratio,4.937569672131149,both
mimir-mistral-7b-extended,3_gram_diversity_score,1.4025573770491804,both
mimir-mistral-7b-extended,4_gram_diversity_score,1.9798073770491804,both
mimir-mistral-7b-extended,str_len,861.3647540983607,both
mimir-mistral-7b-extended,simple_ttr,0.04250646433753563,nno
mimir-mistral-7b-extended,moving_average_ttr,0.37985777972883233,nno
mimir-mistral-7b-extended,number_of_tokens,180.03092783505156,nno
mimir-mistral-7b-extended,stopword_density,0.6276619157895929,nno
mimir-mistral-7b-extended,self_bleu,0.4308144900421309,nno
mimir-mistral-7b-extended,compression_ratio,2.991824742268041,nno
mimir-mistral-7b-extended,pos_compression_ratio,4.6862989690721655,nno
mimir-mistral-7b-extended,3_gram_diversity_score,1.4701958762886598,nno
mimir-mistral-7b-extended,4_gram_diversity_score,2.0710103092783507,nno
mimir-mistral-7b-extended,str_len,806.4432989690722,nno
mimir-mistral-7b-extended,simple_ttr,0.0379873734699957,nob
mimir-mistral-7b-extended,moving_average_ttr,0.3745266604053708,nob
mimir-mistral-7b-extended,number_of_tokens,188.49659863945578,nob
mimir-mistral-7b-extended,stopword_density,0.6180193716487722,nob
mimir-mistral-7b-extended,self_bleu,0.5120838329371702,nob
mimir-mistral-7b-extended,compression_ratio,3.339360544217687,nob
mimir-mistral-7b-extended,pos_compression_ratio,5.103374149659864,nob
mimir-mistral-7b-extended,3_gram_diversity_score,1.3579251700680273,nob
mimir-mistral-7b-extended,4_gram_diversity_score,1.919625850340136,nob
mimir-mistral-7b-extended,str_len,897.6054421768707,nob
mimir-mistral-7b-extended,lix_score,30.781486390460845,both
mimir-mistral-7b-extended,lix_score,27.606007351148712,nno
mimir-mistral-7b-extended,lix_score,32.87687051844232,nob
mimir-7b-untranslated,simple_ttr,0.034053892129637435,both
mimir-7b-untranslated,moving_average_ttr,0.36590386007402903,both
mimir-7b-untranslated,number_of_tokens,191.60245901639345,both
mimir-7b-untranslated,stopword_density,0.657175920431361,both
mimir-7b-untranslated,self_bleu,0.48374960073936446,both
mimir-7b-untranslated,compression_ratio,3.976098360655737,both
mimir-7b-untranslated,pos_compression_ratio,5.686368852459016,both
mimir-7b-untranslated,3_gram_diversity_score,0.9820655737704919,both
mimir-7b-untranslated,4_gram_diversity_score,1.3903073770491803,both
mimir-7b-untranslated,str_len,873.6352459016393,both
mimir-7b-untranslated,simple_ttr,0.03662964323931847,nno
mimir-7b-untranslated,moving_average_ttr,0.36631343948319356,nno
mimir-7b-untranslated,number_of_tokens,189.42268041237114,nno
mimir-7b-untranslated,stopword_density,0.656919795880039,nno
mimir-7b-untranslated,self_bleu,0.4277422969218825,nno
mimir-7b-untranslated,compression_ratio,3.84781443298969,nno
mimir-7b-untranslated,pos_compression_ratio,5.520865979381443,nno
mimir-7b-untranslated,3_gram_diversity_score,1.0073711340206186,nno
mimir-7b-untranslated,4_gram_diversity_score,1.4231649484536084,nno
mimir-7b-untranslated,str_len,821.6907216494845,nno
mimir-7b-untranslated,simple_ttr,0.0323542468395758,nob
mimir-7b-untranslated,moving_average_ttr,0.36563359338907014,nob
mimir-7b-untranslated,number_of_tokens,193.0408163265306,nob
mimir-7b-untranslated,stopword_density,0.6573449277883557,nob
mimir-7b-untranslated,self_bleu,0.520706801217567,nob
mimir-7b-untranslated,compression_ratio,4.0607482993197275,nob
mimir-7b-untranslated,pos_compression_ratio,5.7955782312925175,nob
mimir-7b-untranslated,3_gram_diversity_score,0.9653673469387755,nob
mimir-7b-untranslated,4_gram_diversity_score,1.368625850340136,nob
mimir-7b-untranslated,str_len,907.9115646258504,nob
mimir-7b-untranslated,lix_score,28.96645332820619,both
mimir-7b-untranslated,lix_score,26.072290746613433,nno
mimir-7b-untranslated,lix_score,30.876206868440864,nob
mimir-mistral-7b-extended-scratch,simple_ttr,0.03724571298029253,both
mimir-mistral-7b-extended-scratch,moving_average_ttr,0.37526748956024075,both
mimir-mistral-7b-extended-scratch,number_of_tokens,189.24180327868854,both
mimir-mistral-7b-extended-scratch,stopword_density,0.6410691407140513,both
mimir-mistral-7b-extended-scratch,self_bleu,0.5029911638393035,both
mimir-mistral-7b-extended-scratch,compression_ratio,3.5625655737704918,both
mimir-mistral-7b-extended-scratch,pos_compression_ratio,5.333258196721311,both
mimir-mistral-7b-extended-scratch,3_gram_diversity_score,1.1343360655737706,both
mimir-mistral-7b-extended-scratch,4_gram_diversity_score,1.6004959016393443,both
mimir-mistral-7b-extended-scratch,str_len,863.172131147541,both
mimir-mistral-7b-extended-scratch,simple_ttr,0.039423598311124845,nno
mimir-mistral-7b-extended-scratch,moving_average_ttr,0.37825543671942935,nno
mimir-mistral-7b-extended-scratch,number_of_tokens,184.61855670103094,nno
mimir-mistral-7b-extended-scratch,stopword_density,0.6369299737442234,nno
mimir-mistral-7b-extended-scratch,self_bleu,0.4380362110830138,nno
mimir-mistral-7b-extended-scratch,compression_ratio,3.34181443298969,nno
mimir-mistral-7b-extended-scratch,pos_compression_ratio,5.057082474226805,nno
mimir-mistral-7b-extended-scratch,3_gram_diversity_score,1.2489072164948454,nno
mimir-mistral-7b-extended-scratch,4_gram_diversity_score,1.7630412371134019,nno
mimir-mistral-7b-extended-scratch,str_len,823.1340206185567,nno
mimir-mistral-7b-extended-scratch,simple_ttr,0.03580860497287257,nob
mimir-mistral-7b-extended-scratch,moving_average_ttr,0.37329585095859924,nob
mimir-mistral-7b-extended-scratch,number_of_tokens,192.2925170068027,nob
mimir-mistral-7b-extended-scratch,stopword_density,0.6438004277621688,nob
mimir-mistral-7b-extended-scratch,self_bleu,0.5458525952499165,nob
mimir-mistral-7b-extended-scratch,compression_ratio,3.708231292517007,nob
mimir-mistral-7b-extended-scratch,pos_compression_ratio,5.515496598639457,nob
mimir-mistral-7b-extended-scratch,3_gram_diversity_score,1.058734693877551,nob
mimir-mistral-7b-extended-scratch,4_gram_diversity_score,1.4932380952380955,nob
mimir-mistral-7b-extended-scratch,str_len,889.5918367346939,nob
mimir-mistral-7b-extended-scratch,lix_score,29.04005275973098,both
mimir-mistral-7b-extended-scratch,lix_score,26.732293416120513,nno
mimir-mistral-7b-extended-scratch,lix_score,30.562859945650818,nob
mimir-mistral-7b-base-instruct,simple_ttr,0.038695517370742366,both
mimir-mistral-7b-base-instruct,moving_average_ttr,0.37526616991221806,both
mimir-mistral-7b-base-instruct,number_of_tokens,186.09426229508196,both
mimir-mistral-7b-base-instruct,stopword_density,0.6231942156964623,both
mimir-mistral-7b-base-instruct,self_bleu,0.4883640257115132,both
mimir-mistral-7b-base-instruct,compression_ratio,3.1051229508196725,both
mimir-mistral-7b-base-instruct,pos_compression_ratio,4.851557377049179,both
mimir-mistral-7b-base-instruct,3_gram_diversity_score,1.3937254098360656,both
mimir-mistral-7b-base-instruct,4_gram_diversity_score,1.975172131147541,both
mimir-mistral-7b-base-instruct,str_len,863.6639344262295,both
mimir-mistral-7b-base-instruct,simple_ttr,0.03991224966507216,nno
mimir-mistral-7b-base-instruct,moving_average_ttr,0.3771678855874754,nno
mimir-mistral-7b-base-instruct,number_of_tokens,179.84536082474227,nno
mimir-mistral-7b-base-instruct,stopword_density,0.6279289466400435,nno
mimir-mistral-7b-base-instruct,self_bleu,0.4159771388016896,nno
mimir-mistral-7b-base-instruct,compression_ratio,2.990711340206186,nno
mimir-mistral-7b-base-instruct,pos_compression_ratio,4.619113402061855,nno
mimir-mistral-7b-base-instruct,3_gram_diversity_score,1.4276082474226806,nno
mimir-mistral-7b-base-instruct,4_gram_diversity_score,2.0271134020618558,nno
mimir-mistral-7b-base-instruct,str_len,820.020618556701,nno
mimir-mistral-7b-base-instruct,simple_ttr,0.03789263959829346,nob
mimir-mistral-7b-base-instruct,moving_average_ttr,0.3740112963033748,nob
mimir-mistral-7b-base-instruct,number_of_tokens,190.21768707482994,nob
mimir-mistral-7b-base-instruct,stopword_density,0.6200699374547793,nob
mimir-mistral-7b-base-instruct,self_bleu,0.5361295225159545,nob
mimir-mistral-7b-base-instruct,compression_ratio,3.180619047619047,nob
mimir-mistral-7b-base-instruct,pos_compression_ratio,5.004938775510204,nob
mimir-mistral-7b-base-instruct,3_gram_diversity_score,1.3713673469387755,nob
mimir-mistral-7b-base-instruct,4_gram_diversity_score,1.9408979591836735,nob
mimir-mistral-7b-base-instruct,str_len,892.4625850340136,nob
mimir-mistral-7b-base-instruct,lix_score,31.506446649195397,both
mimir-mistral-7b-base-instruct,lix_score,29.528713653710415,nno
mimir-mistral-7b-base-instruct,lix_score,32.811481346896365,nob
mimir-mistral-7b-base,simple_ttr,0.03923430443172999,both
mimir-mistral-7b-base,moving_average_ttr,0.3776232194383645,both
mimir-mistral-7b-base,number_of_tokens,184.68852459016392,both
mimir-mistral-7b-base,stopword_density,0.6229439348894288,both
mimir-mistral-7b-base,self_bleu,0.47287662627977867,both
mimir-mistral-7b-base,compression_ratio,3.0126721311475415,both
mimir-mistral-7b-base,pos_compression_ratio,4.766446721311475,both
mimir-mistral-7b-base,3_gram_diversity_score,1.4320368852459016,both
mimir-mistral-7b-base,4_gram_diversity_score,2.0310286885245903,both
mimir-mistral-7b-base,str_len,860.6680327868852,both
mimir-mistral-7b-base,simple_ttr,0.040008910276324375,nno
mimir-mistral-7b-base,moving_average_ttr,0.37776654446488855,nno
mimir-mistral-7b-base,number_of_tokens,179.53608247422682,nno
mimir-mistral-7b-base,stopword_density,0.6241022250015986,nno
mimir-mistral-7b-base,self_bleu,0.406087566812857,nno
mimir-mistral-7b-base,compression_ratio,2.9683298969072163,nno
mimir-mistral-7b-base,pos_compression_ratio,4.640639175257731,nno
mimir-mistral-7b-base,3_gram_diversity_score,1.453979381443299,nno
mimir-mistral-7b-base,4_gram_diversity_score,2.0615257731958763,nno
mimir-mistral-7b-base,str_len,822.9484536082474,nno
mimir-mistral-7b-base,simple_ttr,0.03872316996284797,nob
mimir-mistral-7b-base,moving_average_ttr,0.37752864442086215,nob
mimir-mistral-7b-base,number_of_tokens,188.08843537414967,nob
mimir-mistral-7b-base,stopword_density,0.6221796210058881,nob
mimir-mistral-7b-base,self_bleu,0.5169483185810808,nob
mimir-mistral-7b-base,compression_ratio,3.0419319727891154,nob
mimir-mistral-7b-base,pos_compression_ratio,4.849462585034014,nob
mimir-mistral-7b-base,3_gram_diversity_score,1.4175578231292518,nob
mimir-mistral-7b-base,4_gram_diversity_score,2.010904761904762,nob
mimir-mistral-7b-base,str_len,885.5578231292517,nob
mimir-mistral-7b-base,lix_score,31.01483152656382,both
mimir-mistral-7b-base,lix_score,28.054843008517608,nno
mimir-mistral-7b-base,lix_score,32.968021228948054,nob
mimir-7b-nonfiction,simple_ttr,0.03485546044490585,both
mimir-7b-nonfiction,moving_average_ttr,0.37393596248345423,both
mimir-7b-nonfiction,number_of_tokens,188.54508196721312,both
mimir-7b-nonfiction,stopword_density,0.6471697013099069,both
mimir-7b-nonfiction,self_bleu,0.4822292779985533,both
mimir-7b-nonfiction,compression_ratio,3.826036885245902,both
mimir-7b-nonfiction,pos_compression_ratio,5.531885245901639,both
mimir-7b-nonfiction,3_gram_diversity_score,1.0715901639344263,both
mimir-7b-nonfiction,4_gram_diversity_score,1.5188975409836067,both
mimir-7b-nonfiction,str_len,879.1680327868852,both
mimir-7b-nonfiction,simple_ttr,0.03801156261092837,nno
mimir-7b-nonfiction,moving_average_ttr,0.3783313713541819,nno
mimir-7b-nonfiction,number_of_tokens,186.1340206185567,nno
mimir-7b-nonfiction,stopword_density,0.6512050806187432,nno
mimir-7b-nonfiction,self_bleu,0.4103721552295016,nno
mimir-7b-nonfiction,compression_ratio,3.505216494845361,nno
mimir-7b-nonfiction,pos_compression_ratio,5.1912989690721645,nno
mimir-7b-nonfiction,3_gram_diversity_score,1.2205876288659794,nno
mimir-7b-nonfiction,4_gram_diversity_score,1.725,nno
mimir-7b-nonfiction,str_len,830.0721649484536,nno
mimir-7b-nonfiction,simple_ttr,0.03277286241698624,nob
mimir-7b-nonfiction,moving_average_ttr,0.3710355906435863,nob
mimir-7b-nonfiction,number_of_tokens,190.1360544217687,nob
mimir-7b-nonfiction,stopword_density,0.6445068999972737,nob
mimir-7b-nonfiction,self_bleu,0.5296452025468391,nob
