model,score,value,language
mimir-7b-factual,simple_ttr,0.04526301560921049,nob
mimir-7b-factual,moving_average_ttr,0.38068650885084115,nob
mimir-7b-factual,number_of_tokens,181.78231292517006,nob
mimir-7b-factual,stopword_density,0.5776558573091352,nob
mimir-7b-factual,self_bleu,0.314238629907471,nob
mimir-7b-factual,compression_ratio,1.6902108843537416,nob
mimir-7b-factual,pos_compression_ratio,3.3166122448979594,nob
mimir-7b-factual,3_gram_diversity_score,2.6326326530612247,nob
mimir-7b-factual,4_gram_diversity_score,3.62978231292517,nob
mimir-7b-factual,str_len,898.2108843537414,nob
mimir-7b-factual,lix_score,34.481748444468934,both
mimir-7b-factual,lix_score,31.560800942082903,nno
mimir-7b-factual,lix_score,36.40917638822026,nob
mimir-mistral-7b-base-scratch-instruct,simple_ttr,0.04581788834429344,both
mimir-mistral-7b-base-scratch-instruct,moving_average_ttr,0.3809480974538695,both
mimir-mistral-7b-base-scratch-instruct,number_of_tokens,176.5204918032787,both
mimir-mistral-7b-base-scratch-instruct,stopword_density,0.5773554636394029,both
mimir-mistral-7b-base-scratch-instruct,self_bleu,0.298145446984509,both
mimir-mistral-7b-base-scratch-instruct,compression_ratio,1.7245614754098362,both
mimir-mistral-7b-base-scratch-instruct,pos_compression_ratio,3.303327868852459,both
mimir-mistral-7b-base-scratch-instruct,3_gram_diversity_score,2.580934426229508,both
mimir-mistral-7b-base-scratch-instruct,4_gram_diversity_score,3.5696311475409837,both
mimir-mistral-7b-base-scratch-instruct,str_len,876.639344262295,both
mimir-mistral-7b-base-scratch-instruct,simple_ttr,0.04714233479476595,nno
mimir-mistral-7b-base-scratch-instruct,moving_average_ttr,0.3824970012723869,nno
mimir-mistral-7b-base-scratch-instruct,number_of_tokens,173.16494845360825,nno
mimir-mistral-7b-base-scratch-instruct,stopword_density,0.5864107890332011,nno
mimir-mistral-7b-base-scratch-instruct,self_bleu,0.28136252253475796,nno
mimir-mistral-7b-base-scratch-instruct,compression_ratio,1.7045154639175257,nno
mimir-mistral-7b-base-scratch-instruct,pos_compression_ratio,3.231030927835052,nno
mimir-mistral-7b-base-scratch-instruct,3_gram_diversity_score,2.572278350515464,nno
mimir-mistral-7b-base-scratch-instruct,4_gram_diversity_score,3.556896907216495,nno
mimir-mistral-7b-base-scratch-instruct,str_len,834.4948453608248,nno
mimir-mistral-7b-base-scratch-instruct,simple_ttr,0.04494393388377757,nob
mimir-mistral-7b-base-scratch-instruct,moving_average_ttr,0.3799260316688613,nob
mimir-mistral-7b-base-scratch-instruct,number_of_tokens,178.73469387755102,nob
mimir-mistral-7b-base-scratch-instruct,stopword_density,0.5713801808965566,nob
mimir-mistral-7b-base-scratch-instruct,self_bleu,0.30921989373026315,nob
mimir-mistral-7b-base-scratch-instruct,compression_ratio,1.7377891156462586,nob
mimir-mistral-7b-base-scratch-instruct,pos_compression_ratio,3.351034013605442,nob
mimir-mistral-7b-base-scratch-instruct,3_gram_diversity_score,2.5866462585034014,nob
mimir-mistral-7b-base-scratch-instruct,4_gram_diversity_score,3.5780340136054423,nob
mimir-mistral-7b-base-scratch-instruct,str_len,904.4489795918367,nob
mimir-mistral-7b-base-scratch-instruct,lix_score,37.42505471846458,both
mimir-mistral-7b-base-scratch-instruct,lix_score,34.477409852510924,nno
mimir-mistral-7b-base-scratch-instruct,lix_score,39.37009928987618,nob
mimir-7b-books,simple_ttr,0.04556053617146276,both
mimir-7b-books,moving_average_ttr,0.382196339737276,both
mimir-7b-books,number_of_tokens,183.40983606557376,both
mimir-7b-books,stopword_density,0.5849623719534278,both
mimir-7b-books,self_bleu,0.30345172757763206,both
mimir-7b-books,compression_ratio,1.7087868852459014,both
mimir-7b-books,pos_compression_ratio,3.3358688524590163,both
mimir-7b-books,3_gram_diversity_score,2.5989057377049183,both
mimir-7b-books,4_gram_diversity_score,3.592532786885246,both
mimir-7b-books,str_len,875.25,both
mimir-7b-books,simple_ttr,0.048413799811068886,nno
mimir-7b-books,moving_average_ttr,0.38320279241137406,nno
mimir-7b-books,number_of_tokens,178.82474226804123,nno
mimir-7b-books,stopword_density,0.5900655380880215,nno
mimir-7b-books,self_bleu,0.2875317088515019,nno
mimir-7b-books,compression_ratio,1.6773195876288658,nno
mimir-7b-books,pos_compression_ratio,3.259948453608247,nno
mimir-7b-books,3_gram_diversity_score,2.5942680412371133,nno
mimir-7b-books,4_gram_diversity_score,3.586577319587629,nno
mimir-7b-books,str_len,815.020618556701,nno
mimir-7b-books,simple_ttr,0.04367777036845735,nob
mimir-7b-books,moving_average_ttr,0.3815322179047079,nob
mimir-7b-books,number_of_tokens,186.43537414965985,nob
mimir-7b-books,stopword_density,0.5815949766129137,nob
mimir-7b-books,self_bleu,0.3139567739479356,nob
mimir-7b-books,compression_ratio,1.7295510204081632,nob
mimir-7b-books,pos_compression_ratio,3.3859659863945577,nob
mimir-7b-books,3_gram_diversity_score,2.601965986394558,nob
mimir-7b-books,4_gram_diversity_score,3.596462585034014,nob
mimir-7b-books,str_len,914.9931972789116,nob
mimir-7b-books,lix_score,34.65099978220018,both
mimir-7b-books,lix_score,29.96595933811933,nno
mimir-7b-books,lix_score,37.742489054824965,nob
mimir-7b-newspapers,simple_ttr,0.04770336479009407,both
mimir-7b-newspapers,moving_average_ttr,0.3842568986357988,both
mimir-7b-newspapers,number_of_tokens,178.73360655737704,both
mimir-7b-newspapers,stopword_density,0.5796559588085066,both
mimir-7b-newspapers,self_bleu,0.3140165420661093,both
mimir-7b-newspapers,compression_ratio,1.6535040983606557,both
mimir-7b-newspapers,pos_compression_ratio,3.250180327868853,both
mimir-7b-newspapers,3_gram_diversity_score,2.6389877049180326,both
mimir-7b-newspapers,4_gram_diversity_score,3.6349713114754096,both
mimir-7b-newspapers,str_len,860.8565573770492,both
mimir-7b-newspapers,simple_ttr,0.04976576473190702,nno
mimir-7b-newspapers,moving_average_ttr,0.3872643100319408,nno
mimir-7b-newspapers,number_of_tokens,174.8556701030928,nno
mimir-7b-newspapers,stopword_density,0.5807271912138966,nno
mimir-7b-newspapers,self_bleu,0.3024053452148242,nno
mimir-7b-newspapers,compression_ratio,1.635371134020619,nno
mimir-7b-newspapers,pos_compression_ratio,3.1849587628865983,nno
mimir-7b-newspapers,3_gram_diversity_score,2.6399278350515467,nno
mimir-7b-newspapers,4_gram_diversity_score,3.6370618556701033,nno
mimir-7b-newspapers,str_len,826.4742268041238,nno
mimir-7b-newspapers,simple_ttr,0.04634246142712906,nob
mimir-7b-newspapers,moving_average_ttr,0.3822724162859636,nob
mimir-7b-newspapers,number_of_tokens,181.2925170068027,nob
mimir-7b-newspapers,stopword_density,0.5789490911668549,nob
mimir-7b-newspapers,self_bleu,0.32167835223328384,nob
mimir-7b-newspapers,compression_ratio,1.665469387755102,nob
mimir-7b-newspapers,pos_compression_ratio,3.29321768707483,nob
mimir-7b-newspapers,3_gram_diversity_score,2.6383673469387756,nob
mimir-7b-newspapers,4_gram_diversity_score,3.6335918367346935,nob
mimir-7b-newspapers,str_len,883.5442176870748,nob
mimir-7b-newspapers,lix_score,35.12436789107092,both
mimir-7b-newspapers,lix_score,33.10470748645313,nno
mimir-7b-newspapers,lix_score,36.457068974390126,nob
mimir-7b-translated,simple_ttr,0.046023065931184576,both
mimir-7b-translated,moving_average_ttr,0.38025263401309106,both
mimir-7b-translated,number_of_tokens,185.0122950819672,both
mimir-7b-translated,stopword_density,0.5903061390331666,both
mimir-7b-translated,self_bleu,0.32859953307789785,both
mimir-7b-translated,compression_ratio,1.6798073770491806,both
mimir-7b-translated,pos_compression_ratio,3.355081967213115,both
mimir-7b-translated,3_gram_diversity_score,2.6231680327868854,both
mimir-7b-translated,4_gram_diversity_score,3.620655737704918,both
mimir-7b-translated,str_len,862.6803278688525,both
mimir-7b-translated,simple_ttr,0.048151415955283564,nno
mimir-7b-translated,moving_average_ttr,0.3821541753092762,nno
mimir-7b-translated,number_of_tokens,180.89690721649484,nno
mimir-7b-translated,stopword_density,0.5897655870130362,nno
mimir-7b-translated,self_bleu,0.30557122066476566,nno
mimir-7b-translated,compression_ratio,1.6542268041237111,nno
mimir-7b-translated,pos_compression_ratio,3.2964948453608245,nno
mimir-7b-translated,3_gram_diversity_score,2.6289278350515466,nno
mimir-7b-translated,4_gram_diversity_score,3.626474226804124,nno
mimir-7b-translated,str_len,809.9278350515464,nno
mimir-7b-translated,simple_ttr,0.04461864448671108,nob
mimir-7b-translated,moving_average_ttr,0.3789978754707103,nob
mimir-7b-translated,number_of_tokens,187.7278911564626,nob
mimir-7b-translated,stopword_density,0.5906628298219603,nob
mimir-7b-translated,self_bleu,0.3437950861668354,nob
mimir-7b-translated,compression_ratio,1.696687074829932,nob
mimir-7b-translated,pos_compression_ratio,3.3937414965986394,nob
mimir-7b-translated,3_gram_diversity_score,2.6193673469387755,nob
mimir-7b-translated,4_gram_diversity_score,3.6168163265306124,nob
mimir-7b-translated,str_len,897.4897959183673,nob
mimir-7b-translated,lix_score,34.428360567735744,both
mimir-7b-translated,lix_score,31.126642351394693,nno
mimir-7b-translated,lix_score,36.60704537715807,nob
mimir-mistral-7b-extended,simple_ttr,0.048322801739564034,both
mimir-mistral-7b-extended,moving_average_ttr,0.38677657400366244,both
mimir-mistral-7b-extended,number_of_tokens,177.43032786885246,both
mimir-mistral-7b-extended,stopword_density,0.5637678838591753,both
mimir-mistral-7b-extended,self_bleu,0.2903739163453665,both
mimir-mistral-7b-extended,compression_ratio,1.6743073770491803,both
mimir-mistral-7b-extended,pos_compression_ratio,3.276717213114754,both
mimir-mistral-7b-extended,3_gram_diversity_score,2.626352459016393,both
mimir-mistral-7b-extended,4_gram_diversity_score,3.6201229508196717,both
mimir-mistral-7b-extended,str_len,857.3483606557377,both
mimir-mistral-7b-extended,simple_ttr,0.05111254958434801,nno
mimir-mistral-7b-extended,moving_average_ttr,0.3893297840178493,nno
mimir-mistral-7b-extended,number_of_tokens,172.29896907216494,nno
mimir-mistral-7b-extended,stopword_density,0.5630230978481671,nno
mimir-mistral-7b-extended,self_bleu,0.272076698913792,nno
mimir-mistral-7b-extended,compression_ratio,1.6470515463917528,nno
mimir-mistral-7b-extended,pos_compression_ratio,3.21219587628866,nno
mimir-mistral-7b-extended,3_gram_diversity_score,2.626123711340206,nno
mimir-mistral-7b-extended,4_gram_diversity_score,3.6200618556701025,nno
mimir-mistral-7b-extended,str_len,805.6288659793814,nno
mimir-mistral-7b-extended,simple_ttr,0.04648194771953653,nob
mimir-mistral-7b-extended,moving_average_ttr,0.3850918027698112,nob
mimir-mistral-7b-extended,number_of_tokens,180.81632653061226,nob
mimir-mistral-7b-extended,stopword_density,0.5642593412950108,nob
mimir-mistral-7b-extended,self_bleu,0.3024475904328681,nob
mimir-mistral-7b-extended,compression_ratio,1.6922925170068026,nob
mimir-mistral-7b-extended,pos_compression_ratio,3.3192925170068026,nob
mimir-mistral-7b-extended,3_gram_diversity_score,2.6265034013605444,nob
mimir-mistral-7b-extended,4_gram_diversity_score,3.620163265306122,nob
mimir-mistral-7b-extended,str_len,891.4761904761905,nob
mimir-mistral-7b-extended,lix_score,35.21069130435965,both
mimir-mistral-7b-extended,lix_score,31.04727735615987,nno
mimir-mistral-7b-extended,lix_score,37.9579780592942,nob
mimir-7b-untranslated,simple_ttr,0.04562767524937969,both
mimir-7b-untranslated,moving_average_ttr,0.3800770330655361,both
mimir-7b-untranslated,number_of_tokens,183.44672131147541,both
mimir-7b-untranslated,stopword_density,0.5893208885878503,both
mimir-7b-untranslated,self_bleu,0.305839071197402,both
mimir-7b-untranslated,compression_ratio,1.7062418032786888,both
mimir-7b-untranslated,pos_compression_ratio,3.3288114754098364,both
mimir-7b-untranslated,3_gram_diversity_score,2.594790983606557,both
mimir-7b-untranslated,4_gram_diversity_score,3.5893442622950817,both
mimir-7b-untranslated,str_len,878.6024590163935,both
mimir-7b-untranslated,simple_ttr,0.04837271981341874,nno
mimir-7b-untranslated,moving_average_ttr,0.3821635277914057,nno
mimir-7b-untranslated,number_of_tokens,177.43298969072166,nno
mimir-7b-untranslated,stopword_density,0.5981484738289586,nno
mimir-7b-untranslated,self_bleu,0.2987715326661672,nno
mimir-7b-untranslated,compression_ratio,1.6612474226804124,nno
mimir-7b-untranslated,pos_compression_ratio,3.1946907216494846,nno
mimir-7b-untranslated,3_gram_diversity_score,2.6081752577319586,nno
mimir-7b-untranslated,4_gram_diversity_score,3.6038041237113405,nno
mimir-7b-untranslated,str_len,818.0824742268042,nno
mimir-7b-untranslated,simple_ttr,0.0438163193125648,nob
mimir-7b-untranslated,moving_average_ttr,0.3787002304232955,nob
mimir-7b-untranslated,number_of_tokens,187.41496598639455,nob
mimir-7b-untranslated,stopword_density,0.5834958833607243,nob
mimir-7b-untranslated,self_bleu,0.31050268505814876,nob
mimir-7b-untranslated,compression_ratio,1.7359319727891156,nob
mimir-7b-untranslated,pos_compression_ratio,3.417312925170068,nob
mimir-7b-untranslated,3_gram_diversity_score,2.58595918367347,nob
mimir-7b-untranslated,4_gram_diversity_score,3.5798027210884356,nob
mimir-7b-untranslated,str_len,918.5374149659864,nob
mimir-7b-untranslated,lix_score,34.33664675087418,both
mimir-7b-untranslated,lix_score,29.7300959716505,nno
mimir-7b-untranslated,lix_score,37.37634352355921,nob
mimir-mistral-7b-extended-scratch,simple_ttr,0.04772764711843619,both
mimir-mistral-7b-extended-scratch,moving_average_ttr,0.3852718386775163,both
mimir-mistral-7b-extended-scratch,number_of_tokens,179.2622950819672,both
mimir-mistral-7b-extended-scratch,stopword_density,0.5699975445062763,both
mimir-mistral-7b-extended-scratch,self_bleu,0.2979201262102971,both
mimir-mistral-7b-extended-scratch,compression_ratio,1.676639344262295,both
mimir-mistral-7b-extended-scratch,pos_compression_ratio,3.2876147540983607,both
mimir-mistral-7b-extended-scratch,3_gram_diversity_score,2.620040983606557,both
mimir-mistral-7b-extended-scratch,4_gram_diversity_score,3.6149590163934424,both
mimir-mistral-7b-extended-scratch,str_len,867.7786885245902,both
mimir-mistral-7b-extended-scratch,simple_ttr,0.04878236082920996,nno
mimir-mistral-7b-extended-scratch,moving_average_ttr,0.38541870381593696,nno
mimir-mistral-7b-extended-scratch,number_of_tokens,176.63917525773195,nno
mimir-mistral-7b-extended-scratch,stopword_density,0.5830565895759504,nno
mimir-mistral-7b-extended-scratch,self_bleu,0.2897415274740368,nno
mimir-mistral-7b-extended-scratch,compression_ratio,1.6588247422680413,nno
mimir-mistral-7b-extended-scratch,pos_compression_ratio,3.205670103092783,nno
mimir-mistral-7b-extended-scratch,3_gram_diversity_score,2.6215670103092785,nno
mimir-mistral-7b-extended-scratch,4_gram_diversity_score,3.6181134020618555,nno
mimir-mistral-7b-extended-scratch,str_len,831.7938144329897,nno
mimir-mistral-7b-extended-scratch,simple_ttr,0.04703167956778955,nob
mimir-mistral-7b-extended-scratch,moving_average_ttr,0.38517492766781014,nob
mimir-mistral-7b-extended-scratch,number_of_tokens,180.99319727891157,nob
mimir-mistral-7b-extended-scratch,stopword_density,0.5613803515011172,nob
mimir-mistral-7b-extended-scratch,self_bleu,0.3033168886417069,nob
mimir-mistral-7b-extended-scratch,compression_ratio,1.6883945578231294,nob
mimir-mistral-7b-extended-scratch,pos_compression_ratio,3.3416870748299314,nob
mimir-mistral-7b-extended-scratch,3_gram_diversity_score,2.6190340136054426,nob
mimir-mistral-7b-extended-scratch,4_gram_diversity_score,3.612877551020408,nob
mimir-mistral-7b-extended-scratch,str_len,891.5238095238095,nob
mimir-mistral-7b-extended-scratch,lix_score,35.3668735644418,both
mimir-mistral-7b-extended-scratch,lix_score,32.12090665734726,nno
mimir-mistral-7b-extended-scratch,lix_score,37.50877009497358,nob
mimir-mistral-7b-base-instruct,simple_ttr,0.047054244939322296,both
mimir-mistral-7b-base-instruct,moving_average_ttr,0.3820596851067804,both
mimir-mistral-7b-base-instruct,number_of_tokens,176.86065573770492,both
mimir-mistral-7b-base-instruct,stopword_density,0.5714134203233059,both
mimir-mistral-7b-base-instruct,self_bleu,0.28411671895122387,both
mimir-mistral-7b-base-instruct,compression_ratio,1.685901639344262,both
mimir-mistral-7b-base-instruct,pos_compression_ratio,3.263020491803279,both
mimir-mistral-7b-base-instruct,3_gram_diversity_score,2.614479508196721,both
mimir-mistral-7b-base-instruct,4_gram_diversity_score,3.6089631147540984,both
mimir-mistral-7b-base-instruct,str_len,869.9139344262295,both
mimir-mistral-7b-base-instruct,simple_ttr,0.049321915006761224,nno
mimir-mistral-7b-base-instruct,moving_average_ttr,0.382751592746502,nno
mimir-mistral-7b-base-instruct,number_of_tokens,172.71134020618555,nno
mimir-mistral-7b-base-instruct,stopword_density,0.5756937218212221,nno
mimir-mistral-7b-base-instruct,self_bleu,0.27139917075676445,nno
mimir-mistral-7b-base-instruct,compression_ratio,1.6622680412371136,nno
mimir-mistral-7b-base-instruct,pos_compression_ratio,3.204969072164948,nno
mimir-mistral-7b-base-instruct,3_gram_diversity_score,2.617381443298969,nno
mimir-mistral-7b-base-instruct,4_gram_diversity_score,3.613268041237113,nno
mimir-mistral-7b-base-instruct,str_len,825.8659793814433,nno
mimir-mistral-7b-base-instruct,simple_ttr,0.045557891221352384,nob
mimir-mistral-7b-base-instruct,moving_average_ttr,0.38160312020165793,nob
mimir-mistral-7b-base-instruct,number_of_tokens,179.59863945578232,nob
mimir-mistral-7b-base-instruct,stopword_density,0.5685890036886267,nob
mimir-mistral-7b-base-instruct,self_bleu,0.2925085704809011,nob
mimir-mistral-7b-base-instruct,compression_ratio,1.701496598639456,nob
mimir-mistral-7b-base-instruct,pos_compression_ratio,3.3013265306122452,nob
mimir-mistral-7b-base-instruct,3_gram_diversity_score,2.6125646258503403,nob
mimir-mistral-7b-base-instruct,4_gram_diversity_score,3.6061224489795927,nob
mimir-mistral-7b-base-instruct,str_len,898.9795918367347,nob
mimir-mistral-7b-base-instruct,lix_score,37.13485838832893,both
mimir-mistral-7b-base-instruct,lix_score,33.73181844415608,nno
mimir-mistral-7b-base-instruct,lix_score,39.38040175285114,nob
mimir-mistral-7b-base,simple_ttr,0.047488518221718734,both
mimir-mistral-7b-base,moving_average_ttr,0.38197693111991854,both
mimir-mistral-7b-base,number_of_tokens,176.97540983606558,both
mimir-mistral-7b-base,stopword_density,0.5720856608779445,both
mimir-mistral-7b-base,self_bleu,0.28862580685693284,both
mimir-mistral-7b-base,compression_ratio,1.6766270491803277,both
mimir-mistral-7b-base,pos_compression_ratio,3.2593606557377055,both
mimir-mistral-7b-base,3_gram_diversity_score,2.6247950819672132,both
mimir-mistral-7b-base,4_gram_diversity_score,3.619258196721311,both
mimir-mistral-7b-base,str_len,865.5491803278688,both
mimir-mistral-7b-base,simple_ttr,0.049396024575996816,nno
mimir-mistral-7b-base,moving_average_ttr,0.3834193698341506,nno
mimir-mistral-7b-base,number_of_tokens,171.71134020618555,nno
mimir-mistral-7b-base,stopword_density,0.5787162888210184,nno
mimir-mistral-7b-base,self_bleu,0.2736006777450176,nno
mimir-mistral-7b-base,compression_ratio,1.6553814432989689,nno
mimir-mistral-7b-base,pos_compression_ratio,3.1627731958762886,nno
mimir-mistral-7b-base,3_gram_diversity_score,2.629154639175258,nno
mimir-mistral-7b-base,4_gram_diversity_score,3.6247113402061855,nno
mimir-mistral-7b-base,str_len,825.4639175257732,nno
mimir-mistral-7b-base,simple_ttr,0.046229823552569244,nob
mimir-mistral-7b-base,moving_average_ttr,0.3810251178186906,nob
mimir-mistral-7b-base,number_of_tokens,180.44897959183675,nob
mimir-mistral-7b-base,stopword_density,0.5677103485617664,nob
mimir-mistral-7b-base,self_bleu,0.2985403478355437,nob
mimir-mistral-7b-base,compression_ratio,1.6906462585034014,nob
mimir-mistral-7b-base,pos_compression_ratio,3.323095238095238,nob
mimir-mistral-7b-base,3_gram_diversity_score,2.621918367346939,nob
mimir-mistral-7b-base,4_gram_diversity_score,3.6156598639455777,nob
mimir-mistral-7b-base,str_len,892.0,nob
mimir-mistral-7b-base,lix_score,36.00182398822975,both
mimir-mistral-7b-base,lix_score,33.26525408750919,nno
mimir-mistral-7b-base,lix_score,37.80758780026985,nob
mimir-7b-nonfiction,simple_ttr,0.046047258268792836,both
mimir-7b-nonfiction,moving_average_ttr,0.3811713825096873,both
mimir-7b-nonfiction,number_of_tokens,181.29098360655738,both
mimir-7b-nonfiction,stopword_density,0.5818048953804669,both
mimir-7b-nonfiction,self_bleu,0.3006315581331167,both
mimir-7b-nonfiction,compression_ratio,1.7050860655737707,both
mimir-7b-nonfiction,pos_compression_ratio,3.328532786885246,both
mimir-7b-nonfiction,3_gram_diversity_score,2.601946721311475,both
mimir-7b-nonfiction,4_gram_diversity_score,3.5947663934426233,both
mimir-7b-nonfiction,str_len,885.0081967213115,both
mimir-7b-nonfiction,simple_ttr,0.05034855935372301,nno
mimir-7b-nonfiction,moving_average_ttr,0.3833798382577752,nno
mimir-7b-nonfiction,number_of_tokens,177.29896907216494,nno
mimir-7b-nonfiction,stopword_density,0.580562935238492,nno
mimir-7b-nonfiction,self_bleu,0.27464337464021255,nno
mimir-7b-nonfiction,compression_ratio,1.66619587628866,nno
mimir-7b-nonfiction,pos_compression_ratio,3.25519587628866,nno
mimir-7b-nonfiction,3_gram_diversity_score,2.598835051546392,nno
mimir-7b-nonfiction,4_gram_diversity_score,3.5888247422680415,nno
mimir-7b-nonfiction,str_len,819.7319587628866,nno
mimir-7b-nonfiction,simple_ttr,0.04320898476377087,nob
mimir-7b-nonfiction,moving_average_ttr,0.3797141021861191,nob
mimir-7b-nonfiction,number_of_tokens,183.9251700680272,nob
mimir-7b-nonfiction,stopword_density,0.5826244201000013,nob
mimir-7b-nonfiction,self_bleu,0.31778022343115564,nob
mimir-7b-nonfiction,compression_ratio,1.730748299319728,nob
mimir-7b-nonfiction,pos_compression_ratio,3.376925170068027,nob
mimir-7b-nonfiction,3_gram_diversity_score,2.604,nob
mimir-7b-nonfiction,4_gram_diversity_score,3.5986870748299316,nob
mimir-7b-nonfiction,str_len,928.0816326530612,nob
mimir-7b-nonfiction,lix_score,36.5404565044676,both
mimir-7b-nonfiction,lix_score,31.608260432820245,nno
mimir-7b-nonfiction,lix_score,39.79503486467028,nob
mimir-mistral-7b-base-scratch,simple_ttr,0.04681655093482433,both
mimir-mistral-7b-base-scratch,moving_average_ttr,0.3833643476228569,both
mimir-mistral-7b-base-scratch,number_of_tokens,178.25819672131146,both
mimir-mistral-7b-base-scratch,stopword_density,0.5762686326937906,both
mimir-mistral-7b-base-scratch,self_bleu,0.2964724487078256,both
mimir-mistral-7b-base-scratch,compression_ratio,1.6796147540983608,both
mimir-mistral-7b-base-scratch,pos_compression_ratio,3.27155737704918,both
mimir-mistral-7b-base-scratch,3_gram_diversity_score,2.6238196721311473,both
mimir-mistral-7b-base-scratch,4_gram_diversity_score,3.6192540983606554,both
mimir-mistral-7b-base-scratch,str_len,875.9959016393443,both
mimir-mistral-7b-base-scratch,simple_ttr,0.04799557205514616,nno
mimir-mistral-7b-base-scratch,moving_average_ttr,0.38253493842694347,nno
mimir-mistral-7b-base-scratch,number_of_tokens,174.1958762886598,nno
mimir-mistral-7b-base-scratch,stopword_density,0.5877874465008516,nno
mimir-mistral-7b-base-scratch,self_bleu,0.2839135635048309,nno
mimir-mistral-7b-base-scratch,compression_ratio,1.654041237113402,nno
mimir-mistral-7b-base-scratch,pos_compression_ratio,3.186257731958763,nno
mimir-mistral-7b-base-scratch,3_gram_diversity_score,2.6377010309278353,nno
mimir-mistral-7b-base-scratch,4_gram_diversity_score,3.6352164948453614,nno
mimir-mistral-7b-base-scratch,str_len,839.6494845360825,nno
mimir-mistral-7b-base-scratch,simple_ttr,0.04603855740644869,nob
mimir-mistral-7b-base-scratch,moving_average_ttr,0.3839116448473712,nob
mimir-mistral-7b-base-scratch,number_of_tokens,180.9387755102041,nob
mimir-mistral-7b-base-scratch,stopword_density,0.5686677827666824,nob
mimir-mistral-7b-base-scratch,self_bleu,0.3047596042499377,nob
mimir-mistral-7b-base-scratch,compression_ratio,1.6964897959183673,nob
mimir-mistral-7b-base-scratch,pos_compression_ratio,3.327843537414966,nob
